vehicle_id,registration_number,vehicle_type,make,model,manufacturing_year,color,owner_person_id,owner_organization_id,registration_date,status,source_id,confidence_score,created_at,updated_at
V00325,MP33GH2856,Auto Rickshaw,Tata,Swift,2015,Red,,O0305,2019-11-19,Inactive,SRC002,0.94,2026-04-15 10:02:56,2024-01-21 04:42:19
V00326,MH36AB1090,Van,Hero,Creta,2024,Red,P02075,,2023-03-03,Inactive,SRC021,0.81,2026-06-30 08:19:35,2026-07-26 23:20:02
V00327,KA94CD2798,Van,Mahindra,City,2023,Red,P02301,,2019-01-03,Flagged,SRC014,0.84,2025-08-10 17:27:31,2024-01-10 04:04:07
V00328,MH84CD8605,SUV,Mahindra,Creta,2021,Silver,P01473,,2018-07-20,Active,SRC027,0.99,2025-03-19 07:40:03,2024-01-24 18:57:45
V00329,MP24CD5184,Car,Maruti Suzuki,Swift,2016,Silver,P01539,,2022-01-26,Flagged,SRC007,0.89,2026-01-01 09:39:26,2025-02-25 11:10:59
V00330,DL11JK4735,SUV,Maruti Suzuki,Swift,2016,Black,P03509,,2022-03-01,Flagged,SRC016,0.98,2024-06-21 03:24:12,2026-02-27 12:16:42
V00331,KA68JK9044,SUV,Hero,City,2016,Black,P03999,,2016-12-03,Inactive,SRC003,0.92,2024-07-05 15:48:52,2025-10-27 09:56:00
V00332,KA21GH6092,Motorcycle,Hyundai,City,2023,Black,,O0020,2024-09-19,Flagged,SRC023,0.9,2025-06-20 11:10:14,2026-08-24 02:20:33
V00333,MH91EF5676,Van,Hero,Nexon,2021,Red,P02958,,2023-04-30,Flagged,SRC014,0.92,2025-09-14 15:47:39,2024-10-18 05:12:21
V00334,UP26JK3469,Car,Toyota,Innova,2015,Silver,P03047,,2023-04-30,Flagged,SRC021,0.89,2025-08-25 06:15:32,2025-02-01 04:57:27
V00335,GJ92CD4785,Car,Honda,Scorpio,2018,Blue,P03330,,2021-02-18,Inactive,SRC018,0.82,2025-10-20 00:11:32,2025-06-21 20:54:03
V00336,DL19GH9462,Van,Honda,City,2017,Black,,O0288,2023-07-02,Flagged,SRC016,0.97,2026-06-10 11:16:12,2025-09-21 00:31:00
V00337,GJ81AB3339,Truck,Maruti Suzuki,Scorpio,2014,White,P03993,,2024-06-12,Flagged,SRC004,0.95,2026-01-16 07:42:50,2026-03-11 03:27:47
V00338,DL12AB2903,Auto Rickshaw,Honda,Swift,2021,Silver,P00910,,2020-09-21,Inactive,SRC019,0.89,2026-04-30 05:53:51,2024-03-03 04:14:16
V00339,MP54CD5134,Truck,Honda,City,2017,White,P00690,,2019-04-22,Inactive,SRC007,0.86,2024-05-07 14:19:54,2026-08-23 20:13:05
V00340,KA62EF6808,Car,Tata,Scorpio,2022,Black,P03084,,2017-12-22,Flagged,SRC021,0.9,2025-02-09 19:55:12,2026-02-17 22:06:24
V00341,MP30GH2396,Truck,Toyota,Swift,2021,Black,P01615,,2022-10-14,Active,SRC030,0.89,2024-09-26 04:40:39,2024-03-17 10:13:21
V00342,GJ44EF3334,Truck,Honda,Pulsar,2022,Grey,P00915,,2018-02-04,Active,SRC025,0.97,2025-02-25 17:02:46,2024-09-02 14:10:56
V00343,UP70GH3903,Car,Mahindra,Nexon,2017,Blue,P03178,,2026-03-07,Active,SRC025,0.83,2024-07-23 08:50:08,2024-10-05 15:57:41
V00344,GJ79EF4916,Motorcycle,Hero,City,2014,Black,P00249,,2024-07-15,Inactive,SRC012,0.87,2025-04-16 03:09:31,2026-04-20 05:27:22
V00345,GJ47JK1824,Motorcycle,Mahindra,Scorpio,2015,White,P00740,,2023-09-20,Flagged,SRC004,0.9,2024-05-30 20:06:27,2024-09-12 17:29:57
V00346,DL94AB6337,Auto Rickshaw,Hyundai,City,2017,Red,P02953,,2023-07-13,Flagged,SRC017,0.93,2024-08-26 20:04:40,2026-06-21 22:19:16
V00347,KA35JK1755,Truck,Honda,City,2021,White,P02000,,2020-09-05,Flagged,SRC028,0.98,2026-07-24 18:54:37,2024-08-17 17:26:50
V00348,UP09CD3363,SUV,Maruti Suzuki,Pulsar,2016,White,P03697,,2018-10-29,Flagged,SRC010,0.98,2024-08-23 23:13:19,2024-01-15 08:39:17
V00349,GJ34GH4098,Auto Rickshaw,Mahindra,Splendor,2014,Black,P00888,,2023-12-30,Inactive,SRC011,0.87,2026-02-27 06:41:17,2024-06-02 10:15:29
V00350,RJ25EF2960,SUV,Hyundai,Innova,2021,Grey,P02825,,2024-06-02,Flagged,SRC004,0.99,2026-06-02 11:14:59,2025-10-19 09:02:50
V00351,GJ73CD3359,Auto Rickshaw,Mahindra,Pulsar,2020,Silver,P01844,,2019-09-08,Active,SRC018,0.92,2024-06-28 05:54:47,2024-04-26 22:49:24
V00352,GJ14JK1001,Truck,Tata,Splendor,2018,Silver,P02617,,2022-09-04,Flagged,SRC015,0.85,2025-01-11 03:06:56,2024-06-04 21:37:08
V00353,DL84JK3460,SUV,Maruti Suzuki,Splendor,2020,Black,P03509,,2024-09-18,Active,SRC016,0.96,2026-01-10 06:44:30,2025-07-06 06:51:23
V00354,GJ26EF4778,Van,Hyundai,Nexon,2015,Silver,P01702,,2021-11-26,Inactive,SRC008,0.81,2024-11-05 23:22:35,2025-01-19 02:06:27
V00355,MP78EF9690,Motorcycle,Maruti Suzuki,City,2016,Blue,P03539,,2022-05-10,Inactive,SRC007,0.83,2024-01-16 00:24:40,2026-02-06 03:42:35
V00356,RJ46EF9145,SUV,Hero,City,2024,Silver,P00726,,2018-11-16,Flagged,SRC007,0.88,2024-07-19 16:40:35,2024-10-06 16:13:48
V00357,MH13GH1263,Truck,Mahindra,City,2014,Black,P01335,,2018-03-16,Flagged,SRC019,0.89,2024-09-07 12:11:43,2026-02-20 00:19:29
V00358,DL28JK4334,SUV,Bajaj,City,2021,Blue,P00016,,2025-12-24,Active,SRC012,0.84,2024-09-23 22:08:27,2024-01-16 00:15:42
V00359,GJ50CD2723,Auto Rickshaw,Toyota,City,2016,Red,P03552,,2016-12-03,Inactive,SRC005,0.96,2026-08-22 15:17:47,2026-03-30 01:17:48
V00360,DL69JK3588,Van,Hero,Swift,2015,Black,P00333,,2023-09-03,Inactive,SRC003,0.91,2025-04-21 21:27:04,2025-12-01 03:38:29
V00361,MH24CD2971,Auto Rickshaw,Hero,Splendor,2019,Blue,P01800,,2021-06-21,Inactive,SRC026,0.81,2024-11-11 19:57:50,2025-03-25 07:37:20
V00362,KA23AB5588,SUV,Mahindra,Scorpio,2021,Red,P01963,,2026-07-20,Inactive,SRC019,0.95,2025-08-28 17:42:44,2024-03-02 23:39:57
V00363,KA56CD8539,Van,Tata,City,2017,Blue,P00415,,2019-11-15,Inactive,SRC022,0.97,2025-10-30 07:44:59,2024-02-16 03:06:40
V00364,MP05GH9694,Motorcycle,Mahindra,Scorpio,2024,Red,P00905,,2025-01-07,Flagged,SRC019,0.97,2025-05-10 12:41:51,2025-09-04 16:23:42
V00365,UP27EF7860,Motorcycle,Tata,Creta,2015,Blue,P02010,,2019-01-26,Inactive,SRC018,0.97,2025-05-30 21:05:35,2025-03-18 03:31:38
V00366,MH50JK9617,Van,Hero,Scorpio,2019,Red,P01574,,2021-07-03,Flagged,SRC004,0.98,2024-12-22 19:16:24,2024-09-18 04:33:16
V00367,UP82JK8573,Motorcycle,Honda,City,2020,Blue,P02809,,2020-10-26,Inactive,SRC026,0.99,2025-04-04 11:13:28,2026-03-16 12:18:52
V00368,RJ79EF8481,Auto Rickshaw,Tata,Scorpio,2024,Grey,P01205,,2025-06-15,Flagged,SRC004,0.87,2024-12-16 13:22:03,2025-01-29 18:59:50
V00369,KA90JK1664,Truck,Hero,Nexon,2023,Grey,P00632,,2017-01-08,Flagged,SRC029,0.87,2026-01-01 15:25:36,2025-05-20 06:39:01
V00370,RJ94GH8420,Van,Mahindra,Pulsar,2020,Black,P03614,,2026-04-28,Inactive,SRC005,0.89,2025-10-14 01:22:09,2025-04-23 23:18:58
V00371,UP58EF7025,Car,Honda,Swift,2024,Blue,P00076,,2018-06-07,Inactive,SRC004,0.93,2025-09-08 08:12:25,2025-01-30 23:23:14
V00372,UP65JK1833,Car,Hyundai,Splendor,2019,Black,,O0119,2017-05-23,Flagged,SRC021,0.82,2024-01-04 05:51:52,2025-09-25 23:31:51
V00373,KA61JK1196,Van,Hero,Pulsar,2015,Blue,P03659,,2025-12-03,Active,SRC012,0.88,2025-08-01 04:16:05,2024-08-28 11:03:00
V00374,GJ06CD1060,Motorcycle,Maruti Suzuki,Nexon,2016,Black,P01747,,2017-04-03,Flagged,SRC010,0.86,2026-02-01 14:43:35,2026-06-08 16:03:19
V00375,KA53EF2515,Van,Toyota,Pulsar,2020,Grey,P00342,,2022-10-24,Active,SRC028,0.88,2026-03-08 03:39:02,2026-01-05 15:23:17
V00376,MP39CD9920,Truck,Mahindra,Scorpio,2023,Black,,O0417,2017-09-19,Active,SRC022,0.94,2026-06-10 04:37:04,2024-09-29 20:21:42
V00377,DL92AB4067,Van,Hyundai,Splendor,2020,Silver,P02551,,2025-08-01,Flagged,SRC018,0.87,2025-03-26 00:27:47,2025-09-14 05:20:06
V00378,GJ22GH4435,SUV,Honda,Swift,2024,Red,P03612,,2021-10-30,Flagged,SRC029,0.97,2024-10-10 15:43:00,2026-03-18 18:41:07
V00379,GJ39GH3528,Car,Tata,Pulsar,2018,Grey,P03329,,2024-10-09,Flagged,SRC011,0.95,2025-09-15 07:10:37,2025-04-25 14:09:06
V00380,RJ92JK5115,Van,Hyundai,Creta,2025,Grey,P01692,,2026-05-30,Inactive,SRC018,0.81,2024-05-11 05:54:50,2024-06-30 17:26:56
V00381,MP93AB1470,Car,Hero,Splendor,2021,Grey,P02928,,2019-03-29,Inactive,SRC022,0.81,2024-10-30 13:57:04,2026-05-20 01:37:58
V00382,MP83CD8046,SUV,Tata,Scorpio,2022,Black,P00057,,2018-09-17,Active,SRC008,0.87,2025-04-04 13:58:37,2024-10-24 02:29:45
V00383,DL40AB3706,SUV,Toyota,Pulsar,2016,Red,P00122,,2020-01-17,Flagged,SRC004,0.83,2025-09-09 02:42:43,2026-07-02 04:51:35
V00384,MH47EF1431,Truck,Honda,Creta,2015,Black,,O0012,2025-02-16,Flagged,SRC026,0.88,2024-06-21 16:14:49,2024-10-24 03:41:30
V00385,GJ89EF2598,Van,Bajaj,Innova,2020,Red,P00653,,2023-01-18,Flagged,SRC018,0.84,2026-07-27 23:51:53,2024-05-22 07:33:09
V00386,GJ04JK3895,Van,Tata,Splendor,2019,Red,P02466,,2024-04-09,Inactive,SRC005,0.81,2024-07-20 22:33:31,2025-06-05 22:04:04
V00387,MH92AB5698,Auto Rickshaw,Mahindra,Swift,2020,White,P02975,,2022-04-22,Inactive,SRC008,0.95,2025-06-14 05:00:07,2024-04-06 14:58:41
V00388,GJ68JK5751,Van,Maruti Suzuki,Swift,2020,Blue,P03880,,2022-07-18,Flagged,SRC024,0.94,2025-11-02 09:55:24,2025-08-11 04:31:43
V00389,MH29GH2170,Car,Honda,City,2023,White,P02319,,2019-06-06,Inactive,SRC004,0.92,2024-04-08 16:36:57,2025-01-18 22:14:57
V00390,GJ55JK1884,Van,Hero,Innova,2022,White,P01730,,2026-01-31,Active,SRC020,0.82,2025-12-04 14:59:03,2024-05-01 04:46:47
V00391,UP62JK1609,SUV,Mahindra,Splendor,2019,White,P01887,,2020-11-15,Flagged,SRC023,0.9,2025-12-25 02:59:43,2024-04-14 02:38:08
V00392,MH94EF3957,Truck,Hero,Swift,2017,Blue,P01397,,2017-04-29,Flagged,SRC029,0.89,2024-02-09 18:14:34,2024-01-30 09:32:07
V00393,MH30JK1052,Car,Honda,Creta,2018,Red,P02022,,2020-11-03,Active,SRC006,0.92,2026-01-03 21:04:27,2025-11-07 01:51:59
V00394,RJ94JK6118,Auto Rickshaw,Honda,Creta,2014,Silver,,O0356,2020-12-10,Active,SRC007,0.95,2024-11-29 10:42:59,2024-01-22 11:40:11
V00395,KA88JK7336,SUV,Bajaj,Nexon,2025,Red,,O0018,2024-03-16,Active,SRC008,0.85,2024-10-26 23:16:18,2026-02-14 18:57:40
V00396,DL30EF3739,Car,Hyundai,City,2021,Red,P00275,,2017-10-16,Inactive,SRC013,0.89,2025-12-11 06:32:34,2025-02-22 12:09:07
V00397,MH22EF2385,Auto Rickshaw,Honda,Creta,2019,Grey,,O0250,2018-05-05,Active,SRC015,0.98,2024-06-02 21:46:16,2026-04-14 03:08:25
V00398,GJ29CD2897,Auto Rickshaw,Hero,Nexon,2018,Grey,,O0091,2025-06-04,Flagged,SRC023,0.88,2024-03-30 13:15:07,2025-02-19 07:13:59
V00399,MP30EF4347,Auto Rickshaw,Maruti Suzuki,Swift,2019,Grey,P01122,,2020-01-29,Flagged,SRC009,0.82,2025-05-24 08:54:28,2025-05-14 16:55:31
V00400,MH35AB7406,Truck,Hero,Innova,2018,White,P02005,,2023-06-21,Active,SRC025,0.83,2025-08-31 17:52:13,2024-11-28 14:21:52
V00401,MP86AB6241,Car,Tata,Nexon,2023,Blue,P02908,,2024-09-02,Active,SRC002,0.91,2024-03-22 23:18:25,2026-01-20 21:15:06
V00402,MH27GH1500,SUV,Toyota,Swift,2017,Red,P03133,,2025-11-05,Flagged,SRC014,0.98,2025-08-21 10:35:37,2025-01-11 05:46:33
V00403,GJ25AB7720,Motorcycle,Hero,Scorpio,2018,Silver,P02538,,2025-01-09,Active,SRC005,0.91,2024-10-04 08:52:08,2024-06-01 20:21:22
V00404,RJ87CD9797,Auto Rickshaw,Toyota,Innova,2022,Grey,P02519,,2016-11-16,Inactive,SRC020,0.94,2026-05-01 19:44:58,2025-12-13 09:27:40
V00405,UP06CD8747,Truck,Bajaj,Scorpio,2025,Red,P03704,,2020-07-06,Inactive,SRC018,0.98,2024-06-02 18:15:59,2026-08-21 10:20:40
V00406,GJ93GH2566,Motorcycle,Maruti Suzuki,Pulsar,2023,Silver,P03188,,2021-04-29,Inactive,SRC026,0.95,2025-03-15 02:24:59,2026-05-23 03:50:40
V00407,MP90JK6424,Motorcycle,Hyundai,Pulsar,2015,Silver,,O0054,2023-07-08,Inactive,SRC026,0.87,2025-07-03 07:44:54,2026-01-06 10:10:34
V00408,GJ79GH2713,Motorcycle,Honda,Creta,2015,Black,P02806,,2021-09-07,Flagged,SRC005,0.92,2024-11-09 18:43:52,2024-05-05 12:05:40
V00409,MP02EF3761,Motorcycle,Toyota,Nexon,2018,Grey,P02129,,2019-11-14,Flagged,SRC013,0.86,2025-06-02 06:54:13,2024-01-10 23:26:35
V00410,GJ06JK6300,SUV,Honda,Innova,2023,Blue,P01188,,2020-11-14,Flagged,SRC025,0.93,2026-02-25 19:34:56,2024-11-19 21:39:56
V00411,MP40CD9989,Van,Honda,City,2018,White,P02351,,2022-05-20,Inactive,SRC002,0.83,2025-09-29 17:27:57,2025-05-18 12:20:53
V00412,MP74EF6037,Car,Toyota,Nexon,2015,Blue,P03097,,2024-12-31,Flagged,SRC019,0.92,2024-03-24 22:12:01,2026-02-16 03:53:32
V00413,UP99GH8617,Van,Mahindra,Swift,2022,Blue,P00004,,2019-03-27,Active,SRC011,0.84,2024-02-12 03:26:38,2025-12-25 02:24:32
V00414,MH27CD7346,Van,Hero,Swift,2019,Black,P02376,,2020-07-12,Flagged,SRC016,0.91,2024-08-05 23:38:49,2024-04-01 01:43:07
V00415,GJ13CD8354,Truck,Hyundai,Scorpio,2016,Silver,P02215,,2019-05-29,Active,SRC030,0.85,2026-01-03 20:54:52,2024-05-18 17:34:47
V00416,UP72JK5260,Auto Rickshaw,Maruti Suzuki,City,2015,Grey,P02131,,2022-05-24,Active,SRC016,0.85,2025-07-17 11:39:17,2024-06-12 21:48:04
V00417,KA15AB6342,SUV,Honda,City,2024,Blue,P00528,,2025-05-22,Inactive,SRC001,0.83,2025-08-23 10:29:23,2026-06-09 17:32:41
V00418,KA10AB2155,Van,Hyundai,Swift,2021,White,P01670,,2025-05-31,Active,SRC029,0.89,2025-02-05 17:47:59,2024-06-26 11:13:42
V00419,KA63CD1242,Truck,Toyota,Creta,2025,Silver,P03466,,2026-05-02,Flagged,SRC026,0.87,2025-06-24 14:29:36,2026-04-30 12:19:36
V00420,RJ23AB6040,Car,Mahindra,Nexon,2024,Silver,P03545,,2022-07-14,Active,SRC010,0.86,2026-03-16 01:16:22,2026-07-01 15:43:20
V00421,MP57JK6610,Van,Mahindra,City,2017,Grey,P00649,,2025-08-09,Active,SRC009,0.86,2026-04-07 22:55:45,2026-05-20 22:44:00
V00422,MH77AB5116,Motorcycle,Hyundai,Nexon,2022,Grey,P00348,,2026-06-14,Flagged,SRC028,0.88,2024-03-07 22:26:08,2025-04-26 16:17:37
V00423,RJ38GH9218,Auto Rickshaw,Mahindra,Pulsar,2017,Black,P01415,,2019-09-11,Active,SRC002,0.91,2026-03-03 17:05:34,2024-08-27 23:26:52
V00424,RJ65EF4122,Car,Maruti Suzuki,Splendor,2014,White,P00388,,2019-03-27,Inactive,SRC013,0.82,2024-06-04 13:24:32,2025-03-13 04:51:27
V00425,MP81CD8804,Auto Rickshaw,Mahindra,Nexon,2018,Grey,P03616,,2017-05-20,Inactive,SRC018,0.95,2024-04-15 00:46:36,2026-01-17 07:59:44
V00426,KA50EF3583,SUV,Maruti Suzuki,Nexon,2017,Black,P03970,,2017-08-13,Inactive,SRC021,0.84,2026-03-08 15:10:32,2026-06-02 20:09:54
V00427,RJ81EF8336,Auto Rickshaw,Hero,Scorpio,2016,Black,P02340,,2025-02-27,Inactive,SRC006,0.85,2024-04-18 21:05:49,2024-01-15 01:13:07
V00428,KA22JK3714,Auto Rickshaw,Hyundai,Scorpio,2017,Black,,O0366,2024-07-30,Inactive,SRC001,0.98,2025-02-09 22:39:11,2024-03-18 04:20:43
V00429,KA79EF7622,Car,Toyota,Pulsar,2023,Black,P01651,,2018-12-11,Inactive,SRC009,0.98,2024-04-22 23:58:41,2024-12-04 19:56:25
V00430,KA90GH6874,Auto Rickshaw,Tata,Pulsar,2015,Grey,P01501,,2024-04-23,Flagged,SRC019,0.82,2025-02-09 04:23:45,2025-03-22 07:54:41
V00431,KA98JK2156,Motorcycle,Toyota,Swift,2016,Silver,P00912,,2021-05-20,Inactive,SRC006,0.82,2024-03-11 22:26:43,2026-06-30 02:56:01
V00432,RJ07EF5867,Car,Honda,Nexon,2018,White,P01947,,2018-12-01,Inactive,SRC005,0.93,2025-10-04 23:33:06,2026-06-05 19:46:04
V00433,MH55AB7473,Car,Honda,Pulsar,2018,Black,P01537,,2019-04-05,Active,SRC029,0.94,2025-06-29 11:18:07,2024-01-09 20:47:03
V00434,RJ51GH1167,SUV,Mahindra,Creta,2017,Blue,P01252,,2022-05-23,Flagged,SRC016,0.94,2026-05-12 04:30:45,2026-03-20 03:55:00
V00435,RJ49GH4674,Van,Hero,Splendor,2016,Silver,P01163,,2026-05-13,Flagged,SRC006,0.97,2024-08-15 08:32:43,2025-01-22 20:13:11
V00436,GJ89AB3886,Truck,Hero,Pulsar,2015,Black,P02089,,2018-02-01,Flagged,SRC017,0.83,2024-12-26 21:46:48,2024-12-22 14:58:30
V00437,GJ92JK8562,Van,Honda,Creta,2023,Silver,,O0082,2018-03-14,Flagged,SRC028,0.81,2026-07-08 17:30:09,2025-07-16 06:26:21
V00438,MH59EF7581,Car,Maruti Suzuki,City,2014,Blue,P00499,,2025-03-10,Inactive,SRC016,0.96,2024-11-20 02:06:09,2024-11-25 00:45:42
V00439,UP67GH9246,SUV,Hyundai,Swift,2020,Black,P01326,,2019-01-13,Inactive,SRC015,0.81,2025-09-25 22:41:08,2025-04-17 19:59:42
V00440,RJ79CD9773,Auto Rickshaw,Bajaj,Innova,2015,Black,,O0178,2021-10-15,Active,SRC011,0.85,2025-02-13 05:43:56,2024-03-30 00:13:48
V00441,DL04GH9211,Van,Honda,Splendor,2021,White,P00528,,2022-05-18,Active,SRC014,0.98,2026-01-21 18:52:33,2025-01-09 10:28:31
V00442,MP96CD4922,Motorcycle,Bajaj,Nexon,2021,White,P00568,,2020-11-22,Inactive,SRC012,0.95,2024-04-21 02:47:06,2026-06-05 18:35:00
V00443,MH61JK6423,Van,Tata,Scorpio,2019,Silver,P00296,,2017-12-09,Active,SRC012,0.92,2024-12-07 15:09:02,2024-12-27 06:41:56
V00444,MP40EF9928,Truck,Bajaj,Scorpio,2025,Blue,P02411,,2023-06-30,Inactive,SRC027,0.91,2024-02-26 15:30:27,2025-07-03 18:17:59
V00445,UP07EF1640,Car,Honda,Innova,2015,Red,P01189,,2017-01-16,Active,SRC024,0.88,2024-05-27 13:21:55,2025-09-05 00:24:47
V00446,MP48JK9413,Car,Toyota,Nexon,2024,Silver,P01669,,2022-10-01,Active,SRC019,0.92,2026-03-23 04:40:44,2026-04-08 00:22:24
V00447,GJ68JK5033,Motorcycle,Tata,Innova,2021,White,P00350,,2018-01-26,Active,SRC004,0.82,2024-09-14 18:40:59,2026-01-12 20:21:45
V00448,RJ86AB3633,Truck,Tata,Creta,2018,Blue,P01600,,2024-08-05,Flagged,SRC020,0.87,2024-09-17 16:14:36,2024-12-27 11:45:49
V00449,UP85JK2548,Auto Rickshaw,Hero,Creta,2019,Silver,P01780,,2025-07-23,Flagged,SRC025,0.9,2024-04-14 00:38:57,2025-08-12 22:55:01
V00450,UP12AB6176,Motorcycle,Mahindra,Scorpio,2020,Grey,P01573,,2019-04-28,Flagged,SRC028,0.95,2024-07-21 05:57:18,2024-09-15 20:13:46
V00451,GJ60EF4747,Car,Mahindra,City,2024,Black,P00806,,2021-03-20,Inactive,SRC015,0.9,2024-08-11 22:00:33,2024-08-24 06:39:31
V00452,GJ51GH2057,Car,Toyota,Innova,2020,Blue,P03328,,2019-07-01,Flagged,SRC003,0.97,2026-08-19 19:23:18,2026-05-05 20:15:35
V00453,RJ40AB7063,Van,Hero,Pulsar,2020,White,,O0306,2017-12-03,Flagged,SRC003,0.89,2024-06-30 11:20:34,2026-05-05 12:51:44
V00454,DL49AB5657,Auto Rickshaw,Hero,Scorpio,2014,Grey,P02770,,2026-01-12,Inactive,SRC030,0.9,2025-02-23 06:35:09,2025-05-12 19:06:46
V00455,DL64CD9130,Motorcycle,Maruti Suzuki,Creta,2023,Blue,P01870,,2019-08-10,Inactive,SRC020,0.95,2025-10-28 06:28:44,2024-01-03 16:02:58
V00456,UP48CD2731,Van,Honda,Innova,2024,Grey,P01620,,2023-03-01,Inactive,SRC018,0.91,2024-04-17 00:40:14,2026-06-19 05:28:55
V00457,GJ26JK7942,Truck,Honda,City,2017,Red,P02194,,2018-10-01,Flagged,SRC001,0.93,2024-07-18 12:45:43,2026-06-11 04:44:59
V00458,MP39EF8639,Truck,Toyota,Innova,2025,Red,,O0141,2020-06-15,Inactive,SRC007,0.91,2025-06-21 21:07:42,2025-09-26 10:16:38
V00459,RJ92GH8681,Auto Rickshaw,Tata,Creta,2019,Grey,P02594,,2020-05-07,Active,SRC007,0.92,2024-11-23 04:52:33,2026-06-09 19:35:31
V00460,KA30CD8881,Van,Mahindra,Creta,2020,Red,P03235,,2021-06-14,Flagged,SRC025,0.92,2025-06-17 04:55:17,2026-05-13 08:50:21
V00461,MH99JK8386,Van,Hero,Pulsar,2019,Blue,P02046,,2018-06-22,Inactive,SRC010,0.99,2026-06-07 06:03:49,2026-08-22 22:34:30
V00462,UP11GH6839,Motorcycle,Honda,Swift,2023,Grey,P02185,,2021-10-30,Active,SRC021,0.91,2024-11-19 15:13:10,2026-01-11 23:56:39
V00463,UP81EF2859,Car,Hero,Innova,2020,Black,P01808,,2018-10-05,Inactive,SRC027,0.85,2024-01-23 00:33:23,2025-07-08 14:31:10
V00464,MP05JK2659,Van,Tata,Pulsar,2023,Grey,P00625,,2018-10-07,Flagged,SRC014,0.98,2024-07-03 03:21:39,2026-07-29 18:55:28
V00465,RJ65CD4517,Motorcycle,Tata,Pulsar,2017,Grey,P03178,,2025-08-22,Active,SRC003,0.91,2026-03-05 04:18:32,2026-05-02 05:40:28
V00466,GJ25GH9194,Car,Tata,Swift,2014,Grey,P00715,,2020-01-19,Inactive,SRC018,0.93,2025-08-03 22:10:58,2024-12-23 14:20:16
V00467,RJ16EF7913,Truck,Hyundai,City,2025,Red,P01729,,2020-03-05,Inactive,SRC026,0.98,2024-03-16 00:57:14,2024-01-31 05:13:03
V00468,UP70CD5186,Auto Rickshaw,Toyota,City,2015,Grey,P02535,,2017-05-09,Inactive,SRC013,0.81,2025-03-26 22:45:30,2025-11-18 13:39:41
V00469,MP01GH7444,SUV,Tata,Innova,2017,White,P01439,,2026-08-19,Active,SRC009,0.86,2026-01-11 05:32:59,2025-08-16 07:54:53
V00470,DL52JK6498,Truck,Tata,Nexon,2016,Black,P02678,,2018-10-04,Flagged,SRC002,0.8,2025-05-24 12:15:11,2024-07-06 09:08:07
V00471,GJ93JK8836,Auto Rickshaw,Hero,City,2024,White,P03254,,2023-09-13,Inactive,SRC009,0.83,2025-03-16 15:22:41,2026-05-16 20:01:35
V00472,KA01CD5673,Motorcycle,Maruti Suzuki,Pulsar,2025,Blue,P02080,,2020-03-03,Inactive,SRC028,0.98,2025-12-16 01:13:29,2024-12-04 05:15:52
V00473,MP36GH7844,Truck,Hero,Swift,2024,Red,P02047,,2019-03-28,Flagged,SRC018,0.82,2024-04-19 15:32:11,2024-11-29 20:55:57
V00474,MH16AB8106,Van,Hyundai,Nexon,2017,White,P01589,,2019-09-10,Inactive,SRC013,0.93,2025-03-03 20:40:03,2024-03-13 21:09:59
V00475,RJ47JK9837,Car,Hyundai,Pulsar,2024,Grey,P03615,,2024-04-16,Inactive,SRC018,0.96,2025-05-27 13:54:52,2025-06-18 07:18:43
V00476,RJ53CD3737,Motorcycle,Maruti Suzuki,Pulsar,2015,Red,P00921,,2017-08-04,Active,SRC005,0.82,2025-07-17 00:47:31,2025-11-21 21:28:20
V00477,KA47AB7241,Motorcycle,Honda,Splendor,2022,Black,,O0364,2016-10-16,Inactive,SRC017,0.9,2025-10-09 05:05:24,2024-07-14 06:31:16
V00478,MP97JK3383,SUV,Hero,City,2014,Red,P01625,,2021-08-27,Inactive,SRC019,0.93,2026-05-28 14:19:40,2026-06-12 04:51:18
V00479,GJ40EF2849,Auto Rickshaw,Hero,Innova,2020,Grey,P00851,,2024-12-09,Inactive,SRC003,0.96,2026-04-30 04:10:57,2026-06-21 04:56:17
V00480,MP29CD4863,Truck,Tata,Innova,2014,White,P00762,,2022-02-02,Flagged,SRC028,0.91,2024-06-28 12:26:06,2025-11-03 23:17:57
V00481,MP98CD3205,Car,Bajaj,Innova,2022,Red,P00337,,2023-02-10,Active,SRC018,0.89,2025-03-20 01:37:31,2025-04-16 20:26:29
V00482,KA05EF2240,Auto Rickshaw,Hyundai,Scorpio,2022,Blue,P01950,,2022-11-14,Active,SRC030,0.93,2026-03-07 11:16:34,2026-08-07 05:07:25
V00483,GJ81JK2433,Van,Hero,Nexon,2023,White,P01109,,2018-11-20,Flagged,SRC008,0.8,2025-03-06 20:10:43,2025-02-23 00:37:18
V00484,MP72EF2006,SUV,Tata,Splendor,2017,White,P00136,,2017-10-09,Active,SRC025,0.9,2025-05-01 08:30:28,2025-11-08 00:06:16
V00485,UP53GH4042,Motorcycle,Honda,Creta,2016,Blue,,O0180,2017-10-28,Inactive,SRC030,0.86,2025-11-17 17:22:01,2025-03-06 03:25:42
V00486,UP67EF3045,Car,Hyundai,Innova,2023,Blue,P01018,,2020-06-06,Flagged,SRC023,0.84,2025-11-02 08:35:55,2026-08-08 09:42:32
V00487,MH89EF5174,SUV,Maruti Suzuki,Pulsar,2020,White,P02398,,2026-07-15,Inactive,SRC019,0.92,2026-02-08 17:31:39,2024-04-13 11:57:32
