location_id,location_name,location_type,address,city,state,country,latitude,longitude,postal_code,risk_category,source_id,confidence_score,created_at,updated_at
L01342,Office 712,Hotel,"H.No. 816, Srinivasan Road",Bhopal,Madhya Pradesh,India,17.29167,76.029282,397865,Medium,SRC027,0.85,2024-04-09 05:24:44,2025-07-13 14:50:54
L01343,Mall 464,Warehouse,"25/274, Anne Chowk",Surat,Gujarat,India,18.493582,86.860764,657173,Medium,SRC018,0.96,2026-04-21 08:13:03,2026-04-25 16:13:03
L01344,Station 183,Public Place,"15, Warrior Chowk",Surat,Gujarat,India,8.874961,72.214056,293060,Low,SRC012,0.89,2026-03-06 19:08:31,2026-03-26 17:08:31
L01345,Warehouse 884,Industrial Site,"20/93, Gara Circle",Indore,Madhya Pradesh,India,23.368104,80.183321,355325,Low,SRC023,0.81,2025-05-04 05:25:57,2026-05-31 19:29:49
L01346,Hotel 951,Hotel,"H.No. 221, Lanka Street",Indore,Madhya Pradesh,India,17.121292,74.460421,641616,Unknown,SRC028,0.88,2025-01-06 06:20:54,2025-09-30 02:40:44
L01347,Office 805,Warehouse,"H.No. 94, Joshi Circle",Gurugram,Haryana,India,9.022322,84.092148,741399,Medium,SRC001,0.86,2026-03-23 23:03:53,2026-03-31 06:03:53
L01348,Mall 65,Public Place,"H.No. 22, Sinha Circle",Bhopal,Madhya Pradesh,India,19.422065,74.720885,347629,Medium,SRC007,0.96,2025-02-17 09:38:51,2025-03-08 19:38:51
L01349,Industrial Area 388,Public Place,"H.No. 396, Hari Nagar",Hyderabad,Telangana,India,11.346699,77.860447,166224,Low,SRC012,0.95,2024-03-11 13:25:30,2026-06-10 17:24:06
L01350,Road 575,Residence,"73, Sanghvi Circle",Ujjain,Madhya Pradesh,India,16.906816,85.414252,561062,Medium,SRC015,0.93,2024-05-01 09:14:25,2025-10-28 17:44:43
L01351,Office 852,Transport Hub,"26, Din",Bengaluru,Karnataka,India,24.977681,86.914648,383312,Unknown,SRC007,0.83,2024-10-24 19:55:47,2025-02-11 02:18:10
L01352,Junction 598,Warehouse,"77, Sarma Ganj",Pune,Maharashtra,India,22.069774,78.247085,699733,Unknown,SRC021,0.91,2025-06-30 07:00:13,2025-07-30 03:00:13
L01353,Hotel 360,Office,"81/32, Bhatt Street",Bengaluru,Karnataka,India,9.060329,74.252729,495432,Medium,SRC008,0.84,2025-07-21 16:46:07,2025-07-24 08:46:07
L01354,Mall 357,Bank,"H.No. 36, Muni Zila",Lucknow,Uttar Pradesh,India,24.904657,74.376142,380515,Medium,SRC009,0.85,2026-07-16 16:13:27,2026-08-14 18:13:27
L01355,Mall 836,Office,"78, Master Ganj",Mumbai,Maharashtra,India,25.749714,73.306314,466504,Low,SRC012,0.83,2026-04-16 14:15:30,2026-04-26 10:15:30
L01356,Industrial Area 375,Hotel,"28/23, Sachar Street",Kanpur,Uttar Pradesh,India,8.371016,82.179924,808663,Unknown,SRC003,0.82,2025-11-04 11:09:11,2025-11-08 11:09:11
L01357,Road 686,Residence,"H.No. 776, Mani Chowk",Hyderabad,Telangana,India,27.614143,86.003947,620356,High,SRC003,0.85,2025-11-02 05:31:43,2025-11-28 15:31:43
L01358,Hotel 643,Warehouse,"H.No. 69, Pingle Chowk",Hyderabad,Telangana,India,21.041654,74.993636,887115,Low,SRC009,0.83,2026-04-23 12:39:04,2026-05-03 20:39:04
L01359,Mall 83,Office,"89, Ray Chowk",Nagpur,Maharashtra,India,19.248487,81.855613,682968,Low,SRC016,0.9,2025-08-19 01:32:31,2026-05-13 21:55:38
L01360,Junction 346,Industrial Site,"28/10, Sengupta Circle",Lucknow,Uttar Pradesh,India,14.017031,83.818825,768215,High,SRC019,0.81,2025-01-20 01:00:15,2026-03-30 19:58:16
L01361,Road 890,Warehouse,"02/26, Mammen Ganj",Bhopal,Madhya Pradesh,India,16.417764,80.842034,141136,Unknown,SRC012,0.93,2024-08-23 18:40:34,2025-10-18 23:43:08
L01362,Industrial Area 673,Warehouse,"26, Char Nagar",Indore,Madhya Pradesh,India,27.745806,85.251729,578417,Low,SRC012,0.86,2024-01-16 15:26:41,2026-04-29 16:01:46
L01363,Warehouse 584,Bank,"H.No. 145, Rout Nagar",Indore,Madhya Pradesh,India,13.704492,75.365142,804695,High,SRC015,0.83,2026-03-18 11:53:33,2026-03-28 00:53:33
L01364,Road 132,Commercial Area,"H.No. 52, Sarkar Marg",Jabalpur,Madhya Pradesh,India,14.876868,85.108496,641557,High,SRC028,0.9,2024-01-15 11:29:30,2026-01-03 00:46:12
L01365,Market 720,Industrial Site,"07/98, Palan Road",Lucknow,Uttar Pradesh,India,13.370702,85.087218,743881,Low,SRC001,0.77,2026-01-07 03:27:26,2026-01-19 12:27:26
L01366,Warehouse 131,Hotel,"00/956, Mishra Ganj",Kanpur,Uttar Pradesh,India,15.603604,74.437524,532217,Medium,SRC010,0.9,2026-03-25 15:31:24,2026-03-26 23:31:24
L01367,Industrial Area 695,Residence,"H.No. 16, Chandra Marg",Ahmedabad,Gujarat,India,8.093376,87.569492,596313,High,SRC004,0.89,2025-02-02 03:16:53,2025-02-02 09:16:53
L01368,Station 918,Bank,"21/976, Ben Road",Bhopal,Madhya Pradesh,India,26.082949,76.932244,889261,High,SRC025,0.85,2025-11-08 14:42:07,2025-11-20 13:42:07
L01369,Hotel 829,Bank,"H.No. 21, Narasimhan Road",Bengaluru,Karnataka,India,21.781919,86.360635,781689,High,SRC018,0.87,2025-12-15 18:50:40,2025-12-20 14:50:40
L01370,Industrial Area 396,Hotel,"086, Bansal Street",Ahmedabad,Gujarat,India,27.052915,87.312834,669421,Medium,SRC011,0.86,2025-03-09 19:13:41,2025-03-30 10:13:41
L01371,Road 31,Office,"H.No. 889, Shenoy Road",Kanpur,Uttar Pradesh,India,25.17309,82.789145,786218,Low,SRC023,0.92,2026-04-20 17:18:38,2026-05-17 07:18:38
L01372,Apartment 274,Bank,"63/602, Rout Nagar",Kota,Rajasthan,India,14.147891,84.325143,868604,Low,SRC017,0.75,2026-03-12 19:08:22,2026-04-02 05:08:22
L01373,Office 47,Warehouse,"H.No. 70, Dada Marg",Nagpur,Maharashtra,India,11.137776,72.246561,168862,Unknown,SRC029,0.83,2024-02-15 22:38:02,2024-07-25 17:58:56
L01374,Apartment 796,Public Place,"81/58, Merchant Zila",Pune,Maharashtra,India,27.853117,84.39413,260783,Medium,SRC030,0.87,2024-05-18 04:44:17,2026-08-13 12:47:04
L01375,Station 353,Bank,"H.No. 69, Sawhney Nagar",Gurugram,Haryana,India,15.198393,77.715679,394480,Medium,SRC011,0.87,2025-09-09 03:42:27,2025-11-28 19:29:30
L01376,Hotel 964,Public Place,"405, Bhavsar Chowk",Kanpur,Uttar Pradesh,India,25.536028,77.761436,303867,Unknown,SRC025,0.84,2026-04-10 17:49:59,2026-05-02 02:05:12
L01377,Industrial Area 538,Warehouse,"431, Gola Path",Lucknow,Uttar Pradesh,India,21.156852,76.958078,825802,Unknown,SRC004,0.8,2026-08-03 09:11:27,2026-08-03 14:11:27
L01378,Market 180,Commercial Area,"H.No. 16, Warrior Street",Bhopal,Madhya Pradesh,India,15.047013,78.483351,672796,High,SRC011,0.95,2026-02-04 17:29:31,2026-02-10 18:29:31
L01379,Junction 456,Industrial Site,"H.No. 001, Toor Street",Pune,Maharashtra,India,14.98244,81.359444,449207,High,SRC010,0.86,2025-09-03 20:57:36,2026-04-08 02:10:50
L01380,Warehouse 706,Transport Hub,"37/08, Ahuja",Ahmedabad,Gujarat,India,15.437552,77.263052,377998,Unknown,SRC007,0.93,2024-11-07 06:03:49,2024-11-08 21:03:49
L01381,Market 438,Commercial Area,"H.No. 28, Mukherjee Road",Gurugram,Haryana,India,20.975198,85.644001,406497,Low,SRC019,0.84,2026-05-04 00:02:21,2026-05-15 12:02:21
L01382,Apartment 548,Bank,"90/32, Vora Ganj",Gwalior,Madhya Pradesh,India,25.110104,77.823551,819500,High,SRC011,0.89,2024-01-10 06:47:19,2026-01-19 17:36:58
L01383,Office 589,Industrial Site,"35/41, Toor",Dewas,Madhya Pradesh,India,26.784144,82.642743,209899,Medium,SRC029,0.97,2024-08-28 10:16:21,2026-01-10 02:19:57
L01384,Junction 79,Bank,"H.No. 23, Sama Marg",Jabalpur,Madhya Pradesh,India,24.942915,86.246612,643771,Low,SRC003,0.87,2026-08-26 06:04:14,2026-09-04 23:59:59
L01385,Station 453,Bank,"89/937, Hayer Nagar",Gwalior,Madhya Pradesh,India,13.890241,85.086775,262178,Unknown,SRC002,0.95,2025-05-21 05:37:09,2025-06-06 06:37:09
L01386,Road 996,Residence,"14/487, Muni",Kanpur,Uttar Pradesh,India,25.321367,80.31628,693257,Medium,SRC015,0.77,2024-06-26 07:49:08,2024-07-20 17:49:08
L01387,Apartment 701,Public Place,"09/25, Date Street",Nagpur,Maharashtra,India,19.468837,76.340865,390988,High,SRC020,0.8,2026-01-30 02:33:50,2026-02-18 02:33:50
L01388,Industrial Area 400,Industrial Site,"35/234, Mane Circle",Ahmedabad,Gujarat,India,18.66427,75.395752,124497,Unknown,SRC003,0.84,2025-04-14 23:33:32,2025-04-28 15:59:37
L01389,Mall 682,Bank,"85, Mutti Marg",Ujjain,Madhya Pradesh,India,24.10347,78.129589,802305,High,SRC017,0.91,2026-05-21 05:40:30,2026-06-15 06:40:30
L01390,Junction 194,Office,"424, Lanka Marg",Kanpur,Uttar Pradesh,India,23.788304,78.628154,220394,High,SRC006,0.92,2025-06-29 12:45:07,2026-07-21 14:42:24
L01391,Road 754,Residence,"31/854, Swaminathan Ganj",Delhi,Delhi,India,20.803872,72.443167,625945,High,SRC007,0.91,2025-06-01 22:23:11,2026-03-11 01:29:51
L01392,Station 21,Commercial Area,"52/14, Palla",Jabalpur,Madhya Pradesh,India,14.371104,85.534326,793012,High,SRC002,0.78,2024-01-24 15:46:42,2024-06-17 05:24:00
L01393,Junction 949,Commercial Area,"H.No. 01, Mani Zila",Kanpur,Uttar Pradesh,India,20.423425,80.604037,205488,Unknown,SRC014,0.89,2024-01-05 13:30:44,2024-08-05 16:37:22
L01394,Road 892,Office,"178, Sarma Circle",Vadodara,Gujarat,India,20.807671,78.652169,415056,Low,SRC008,0.76,2025-06-26 16:38:26,2026-01-08 16:42:36
L01395,Apartment 462,Hotel,"07/485, Uppal Street",Lucknow,Uttar Pradesh,India,10.183913,80.323464,755422,Medium,SRC012,0.89,2025-11-02 03:22:29,2025-11-12 11:22:29
L01396,Warehouse 176,Hotel,"H.No. 72, Walia Nagar",Ahmedabad,Gujarat,India,23.29847,87.824835,727552,High,SRC019,0.92,2024-12-30 19:23:42,2025-07-01 20:03:18
L01397,Office 831,Commercial Area,"596, Karnik Street",Mumbai,Maharashtra,India,21.860729,72.892712,411121,Medium,SRC010,0.83,2024-08-28 15:39:24,2024-11-05 16:05:01
L01398,Warehouse 940,Office,"H.No. 673, Lal Chowk",Gurugram,Haryana,India,23.31713,87.901069,622021,Unknown,SRC009,0.94,2024-11-19 02:12:38,2026-01-27 08:43:30
L01399,Warehouse 933,Transport Hub,"389, Kaur",Surat,Gujarat,India,19.938584,80.229186,758437,Unknown,SRC007,0.78,2024-09-28 21:36:34,2024-10-14 19:36:34
L01400,Office 211,Office,"80/620, Dhaliwal",Bhopal,Madhya Pradesh,India,17.293438,82.143176,751589,Low,SRC005,0.88,2024-11-24 16:05:32,2026-07-06 00:39:05
L01401,Market 986,Public Place,"304, Chopra Path",Ujjain,Madhya Pradesh,India,8.057571,82.101152,246963,Unknown,SRC013,0.81,2025-04-11 16:18:00,2025-04-18 20:18:00
L01402,Junction 213,Hotel,"H.No. 12, Patla Road",Ahmedabad,Gujarat,India,13.5967,78.6419,881911,Medium,SRC021,0.99,2024-04-13 19:50:00,2024-05-16 16:38:42
L01403,Apartment 252,Commercial Area,"74/26, Madan",Jaipur,Rajasthan,India,15.961588,73.181385,117234,Unknown,SRC021,0.79,2025-09-29 08:45:46,2025-09-30 23:45:46
L01404,Industrial Area 39,Warehouse,"09/01, Chaudhry Ganj",Kanpur,Uttar Pradesh,India,14.615483,73.514206,187180,Low,SRC009,0.91,2024-08-12 18:51:13,2026-02-26 08:27:57
L01405,Hotel 875,Office,"479, Cherian Street",Pune,Maharashtra,India,17.496953,82.393933,328717,Unknown,SRC030,0.87,2026-04-05 17:36:33,2026-04-10 09:36:33
L01406,Junction 748,Transport Hub,"06, Contractor Chowk",Bhopal,Madhya Pradesh,India,18.719685,74.711556,898153,Low,SRC021,0.96,2024-06-27 17:03:29,2025-11-12 18:08:22
L01407,Apartment 342,Transport Hub,"73/558, Bose Ganj",Jabalpur,Madhya Pradesh,India,21.10276,74.460242,621288,Medium,SRC009,0.76,2025-08-02 12:35:59,2025-08-03 18:35:59
L01408,Hotel 823,Hotel,"H.No. 496, Sachdev Ganj",Surat,Gujarat,India,8.90917,78.489701,662868,Low,SRC004,0.99,2024-07-20 06:53:00,2026-08-06 21:14:41
L01409,Market 5,Transport Hub,"H.No. 909, Raval Zila",Bengaluru,Karnataka,India,15.311418,80.493229,665085,Medium,SRC016,0.84,2025-01-28 12:32:45,2025-02-12 21:32:45
L01410,Apartment 275,Residence,"H.No. 53, Chahal Circle",Dewas,Madhya Pradesh,India,18.131622,72.572172,834328,High,SRC014,0.88,2024-12-18 20:23:07,2024-12-19 03:23:07
L01411,Apartment 343,Commercial Area,"H.No. 379, Dyal Chowk",Pune,Maharashtra,India,27.000453,78.429522,545814,High,SRC019,0.88,2024-08-11 15:36:27,2026-06-15 11:13:26
L01412,Office 570,Transport Hub,"459, Dugal",Lucknow,Uttar Pradesh,India,25.659198,81.800388,466216,Unknown,SRC010,0.88,2026-02-15 06:05:13,2026-02-21 07:05:13
L01413,Road 574,Residence,"H.No. 57, Ahluwalia Marg",Jaipur,Rajasthan,India,8.875911,77.523778,878917,High,SRC016,0.92,2025-01-12 13:02:35,2026-04-23 04:52:11
L01414,Apartment 930,Industrial Site,"964, Varma Nagar",Mumbai,Maharashtra,India,8.065958,81.979966,184958,Medium,SRC013,0.9,2026-01-16 00:40:24,2026-01-24 09:40:24
L01415,Road 690,Transport Hub,"H.No. 59, Sangha",Indore,Madhya Pradesh,India,8.200818,76.029897,188718,High,SRC001,0.77,2026-06-05 10:58:12,2026-06-09 05:58:12
L01416,Market 342,Public Place,"519, Bahri Marg",Surat,Gujarat,India,21.588154,78.266854,860505,High,SRC017,0.89,2026-08-14 17:19:47,2026-08-20 10:19:47
L01417,Market 662,Public Place,"79/122, Contractor Path",Bengaluru,Karnataka,India,14.461494,86.932996,753809,Unknown,SRC028,0.94,2024-04-22 13:30:26,2026-08-11 20:32:28
L01418,Office 207,Warehouse,"02/89, Bhat Zila",Jabalpur,Madhya Pradesh,India,13.789464,72.674094,110979,Medium,SRC001,0.76,2025-10-12 00:33:25,2025-10-26 15:33:25
L01419,Warehouse 588,Office,"36/25, Mistry Circle",Pune,Maharashtra,India,25.348071,85.225856,409337,Unknown,SRC027,0.95,2024-07-18 16:37:45,2026-04-09 05:49:54
L01420,Station 778,Hotel,"08, Trivedi Nagar",Pune,Maharashtra,India,14.797624,73.256544,872388,Low,SRC028,0.82,2024-12-24 19:16:21,2026-01-22 07:00:25
L01421,Market 857,Warehouse,"65, Wali Road",Jabalpur,Madhya Pradesh,India,18.951741,73.740972,202636,Medium,SRC007,0.79,2026-01-02 05:18:42,2026-01-06 13:18:42
L01422,Warehouse 277,Residence,"H.No. 048, Chand",Kota,Rajasthan,India,22.315445,74.105624,858416,High,SRC030,0.83,2024-12-03 17:43:31,2026-05-14 13:52:46
L01423,Office 268,Warehouse,"H.No. 639, Jaggi",Jabalpur,Madhya Pradesh,India,11.41619,75.837728,862963,Medium,SRC008,0.92,2025-01-26 05:45:59,2025-08-23 22:38:18
L01424,Market 28,Office,"70, Grover Road",Bhopal,Madhya Pradesh,India,11.813629,79.161444,199529,Medium,SRC018,0.91,2024-02-21 12:22:28,2024-03-21 12:22:28
L01425,Junction 679,Hotel,"94, Tak Path",Dewas,Madhya Pradesh,India,14.658216,82.251099,145187,Unknown,SRC019,0.77,2024-07-31 11:24:11,2024-12-20 04:47:14
L01426,Hotel 236,Warehouse,"54/34, Goel Path",Pune,Maharashtra,India,20.083322,87.570838,213482,Low,SRC021,0.98,2024-02-23 13:54:18,2024-09-29 17:23:53
L01427,Office 603,Transport Hub,"832, Bhardwaj Circle",Kota,Rajasthan,India,25.885425,83.141328,873539,High,SRC014,0.93,2024-09-06 01:59:44,2024-09-12 05:59:44
L01428,Junction 58,Industrial Site,"17, Mody Circle",Jaipur,Rajasthan,India,23.072352,86.371928,875862,Unknown,SRC015,0.89,2026-04-04 16:19:54,2026-04-15 19:19:54
L01429,Apartment 385,Office,"H.No. 33, Choudhry Zila",Vadodara,Gujarat,India,26.102101,72.055618,478961,Medium,SRC001,0.9,2024-02-25 05:07:14,2024-07-01 18:13:44
L01430,Road 56,Public Place,"H.No. 743, Walla Ganj",Bhopal,Madhya Pradesh,India,12.919677,86.878241,635034,Unknown,SRC002,0.78,2026-01-24 07:22:37,2026-01-26 04:22:37
L01431,Warehouse 739,Commercial Area,"H.No. 99, Tella",Mumbai,Maharashtra,India,16.461439,85.432228,897922,Medium,SRC014,0.77,2024-11-16 19:27:55,2024-12-14 10:27:55
L01432,Station 192,Warehouse,"88, Bath Ganj",Mumbai,Maharashtra,India,13.829579,84.986434,160641,Unknown,SRC023,0.86,2025-01-08 22:39:18,2025-01-11 09:00:19
L01433,Apartment 557,Warehouse,"35/763, Comar Zila",Delhi,Delhi,India,21.824184,75.107919,565664,Medium,SRC003,0.82,2025-11-08 17:26:19,2025-11-18 17:26:19
L01434,Road 164,Warehouse,"H.No. 53, Chacko Path",Dewas,Madhya Pradesh,India,11.721464,74.569832,863858,Medium,SRC007,0.88,2024-10-05 03:05:43,2025-03-19 01:21:23
L01435,Apartment 513,Commercial Area,"67/950, Nagi Ganj",Ujjain,Madhya Pradesh,India,11.532035,74.613427,889053,High,SRC020,0.99,2024-07-08 18:01:17,2024-11-06 04:12:37
L01436,Office 497,Residence,"H.No. 97, Sunder Road",Jaipur,Rajasthan,India,23.428219,85.78876,208052,High,SRC030,0.99,2026-02-23 10:01:18,2026-03-06 04:01:18
L01437,Warehouse 285,Transport Hub,"H.No. 89, Garg Nagar",Bhopal,Madhya Pradesh,India,9.488204,76.983991,702402,Medium,SRC006,0.89,2026-07-22 21:12:21,2026-08-09 17:31:31
L01438,Junction 831,Commercial Area,"79/87, Nair Circle",Jabalpur,Madhya Pradesh,India,15.75741,82.805615,868671,Medium,SRC019,0.92,2024-09-04 11:11:36,2025-07-12 23:23:19
L01439,Market 287,Public Place,"68/01, Narain Path",Vadodara,Gujarat,India,26.177552,83.106205,524613,Medium,SRC007,0.9,2024-12-16 10:51:40,2024-12-17 15:51:40
L01440,Junction 116,Commercial Area,"H.No. 517, Natarajan",Delhi,Delhi,India,26.462896,85.745085,191759,Medium,SRC007,0.92,2024-12-14 12:12:24,2026-06-12 19:28:13
L01441,Mall 660,Commercial Area,"20, Tank",Delhi,Delhi,India,23.755276,73.274984,642926,Low,SRC011,0.81,2024-10-29 11:36:58,2025-11-01 08:36:00
L01442,Road 655,Transport Hub,"20, Ganesh Ganj",Bhopal,Madhya Pradesh,India,14.805554,79.715491,585728,High,SRC002,0.87,2024-06-01 13:06:04,2024-11-07 08:32:42
L01443,Hotel 829,Bank,"H.No. 215, Wali Chowk",Dewas,Madhya Pradesh,India,10.58221,74.910464,504868,Medium,SRC001,0.75,2024-02-21 05:30:31,2026-01-10 04:54:30
L01444,Mall 432,Office,"50/942, Rajan Zila",Indore,Madhya Pradesh,India,19.151066,81.64807,177679,High,SRC017,0.95,2025-03-04 07:04:21,2025-03-10 05:04:21
L01445,Industrial Area 292,Bank,"H.No. 93, Bala Nagar",Jaipur,Rajasthan,India,22.381911,84.051682,177894,Medium,SRC024,0.9,2024-10-24 11:49:35,2024-12-24 19:43:51
L01446,Mall 256,Commercial Area,"70/303, Uppal Marg",Nagpur,Maharashtra,India,27.082792,78.093179,339115,High,SRC002,0.88,2025-06-24 00:06:16,2025-06-29 06:06:16
L01447,Road 140,Warehouse,"H.No. 313, Sood Road",Jaipur,Rajasthan,India,17.161489,87.019434,227499,Low,SRC024,0.79,2026-03-13 06:43:11,2026-03-23 16:43:11
L01448,Hotel 823,Transport Hub,"14/398, Bahl Road",Jabalpur,Madhya Pradesh,India,25.846212,73.652855,370011,Low,SRC024,0.91,2024-10-24 03:01:23,2025-05-30 19:12:43
L01449,Hotel 757,Public Place,"H.No. 927, Kata Marg",Vadodara,Gujarat,India,11.558787,76.852504,862825,Low,SRC005,0.85,2024-01-29 08:13:53,2025-08-17 08:52:06
L01450,Industrial Area 431,Industrial Site,"414, Gopal Path",Kota,Rajasthan,India,8.523405,82.357809,430040,High,SRC002,0.93,2025-01-31 15:13:53,2026-04-15 03:40:48
L01451,Station 310,Bank,"98/475, Oommen",Hyderabad,Telangana,India,8.708052,75.206063,865614,High,SRC006,0.95,2024-01-22 01:32:18,2026-01-07 04:04:41
L01452,Apartment 733,Warehouse,"H.No. 40, Bala Marg",Surat,Gujarat,India,8.469243,77.122681,532589,Medium,SRC005,0.98,2026-05-05 23:02:35,2026-05-11 05:02:35
L01453,Junction 226,Transport Hub,"69/71, Bora Street",Ujjain,Madhya Pradesh,India,25.369531,83.127817,698357,Medium,SRC016,0.77,2025-03-16 13:28:58,2025-07-26 03:11:45
L01454,Junction 195,Office,"34/12, Ben Chowk",Jabalpur,Madhya Pradesh,India,8.860213,73.039337,457307,Unknown,SRC018,0.81,2024-04-10 16:36:40,2024-04-27 09:36:40
L01455,Road 936,Commercial Area,"H.No. 29, Oza Marg",Indore,Madhya Pradesh,India,12.815404,87.489058,387334,Low,SRC024,0.99,2024-03-11 09:55:42,2025-03-12 22:56:41
L01456,Hotel 168,Public Place,"05/046, Savant Path",Dewas,Madhya Pradesh,India,13.512705,79.107453,666271,Unknown,SRC018,0.86,2024-07-18 01:50:12,2024-08-17 01:50:12
L01457,Industrial Area 667,Public Place,"H.No. 132, Padmanabhan Marg",Kota,Rajasthan,India,13.809435,74.613211,733978,Unknown,SRC021,0.97,2024-12-23 09:02:48,2025-01-16 22:02:48
L01458,Market 478,Residence,"H.No. 23, Palla Ganj",Pune,Maharashtra,India,17.204059,73.269303,499208,Low,SRC024,0.77,2025-01-04 18:15:22,2025-11-20 00:04:08
L01459,Warehouse 139,Transport Hub,"H.No. 933, Modi Road",Bhopal,Madhya Pradesh,India,27.990851,87.518888,659153,Low,SRC012,0.84,2024-06-01 08:47:50,2025-02-14 00:05:04
L01460,Office 108,Office,"95/685, Mahajan Zila",Ahmedabad,Gujarat,India,22.777817,79.717863,370485,Low,SRC001,0.82,2024-12-26 00:54:05,2025-01-12 13:54:05
L01461,Warehouse 847,Residence,"43/66, Borra Zila",Hyderabad,Telangana,India,21.15788,84.468363,588845,Low,SRC015,0.79,2025-04-25 00:29:30,2025-05-18 02:29:30
L01462,Warehouse 750,Transport Hub,"H.No. 297, Amble Path",Mumbai,Maharashtra,India,26.350309,74.767812,111819,Low,SRC010,0.89,2024-11-21 14:44:38,2024-12-09 21:44:38
L01463,Market 731,Public Place,"58/93, Warrior Nagar",Mumbai,Maharashtra,India,13.783264,86.21082,107910,Low,SRC005,0.77,2025-05-07 08:01:52,2025-05-23 14:01:52
L01464,Market 688,Transport Hub,"80/87, Nayar Road",Delhi,Delhi,India,21.701159,75.311109,347372,Low,SRC026,0.83,2025-12-19 13:36:09,2025-12-23 02:36:09
L01465,Apartment 91,Commercial Area,"H.No. 930, Kale Marg",Indore,Madhya Pradesh,India,22.5588,80.217024,861602,High,SRC002,0.84,2024-05-29 20:49:48,2025-03-14 12:11:07
L01466,Station 456,Commercial Area,"21/782, Sathe Chowk",Indore,Madhya Pradesh,India,20.949647,76.276378,876522,High,SRC017,0.8,2024-06-13 09:41:23,2025-11-18 13:44:39
L01467,Hotel 413,Residence,"138, Batta Ganj",Ujjain,Madhya Pradesh,India,19.336154,73.927048,393346,Medium,SRC030,0.86,2024-05-20 05:16:30,2025-02-01 20:29:08
L01468,Office 67,Commercial Area,"400, Sule Zila",Bhopal,Madhya Pradesh,India,23.568741,80.638129,259144,Low,SRC004,0.98,2026-08-03 20:44:56,2026-08-31 20:44:56
L01469,Warehouse 82,Public Place,"367, Sehgal Nagar",Gwalior,Madhya Pradesh,India,11.483319,83.598525,280995,Low,SRC009,0.8,2026-02-12 02:06:44,2026-03-10 21:06:44
L01470,Road 198,Transport Hub,"H.No. 40, Merchant Circle",Vadodara,Gujarat,India,10.237246,78.286186,710027,Unknown,SRC011,0.75,2024-11-27 08:09:50,2025-04-26 21:16:36
L01471,Industrial Area 192,Commercial Area,"77/81, Saraf Zila",Nagpur,Maharashtra,India,14.95526,73.943781,615408,Low,SRC016,0.8,2025-12-23 13:24:33,2026-06-14 15:25:03
L01472,Office 150,Residence,"53, Sodhi Marg",Ujjain,Madhya Pradesh,India,16.774232,77.150523,307287,Low,SRC018,0.91,2024-05-05 18:56:32,2026-01-06 10:39:04
L01473,Hotel 834,Warehouse,"31, Gokhale Circle",Ahmedabad,Gujarat,India,14.012823,72.320013,313386,Unknown,SRC024,0.94,2026-01-04 20:31:39,2026-01-09 14:31:39
L01474,Station 691,Warehouse,"46, Dutt Street",Bengaluru,Karnataka,India,14.35202,87.124105,254463,Medium,SRC014,0.76,2025-08-25 02:22:24,2026-04-28 20:59:11
L01475,Road 754,Hotel,"92/669, Subramaniam Zila",Indore,Madhya Pradesh,India,23.642792,85.330411,433473,Low,SRC025,0.92,2026-02-22 12:19:48,2026-08-20 02:19:22
L01476,Market 27,Industrial Site,"98/449, Shanker Marg",Nagpur,Maharashtra,India,10.285275,85.354199,847167,Unknown,SRC023,0.78,2024-12-27 23:17:18,2025-01-11 18:51:51
L01477,Office 678,Warehouse,"56/48, Bahl Ganj",Hyderabad,Telangana,India,18.326961,79.15943,815506,High,SRC024,0.77,2025-12-25 09:44:33,2026-01-18 23:44:33
L01478,Junction 638,Warehouse,"562, Manda Marg",Hyderabad,Telangana,India,24.010439,76.235016,859551,Medium,SRC010,0.92,2024-10-17 22:52:52,2026-01-04 00:13:51
L01479,Office 415,Public Place,"22, Chaudhry Circle",Bhopal,Madhya Pradesh,India,13.211977,74.779384,858527,Medium,SRC018,0.97,2024-05-15 15:24:53,2025-03-11 15:44:06
L01480,Road 875,Public Place,"77/81, Taneja",Kota,Rajasthan,India,24.796937,86.307767,731481,Low,SRC029,0.77,2024-05-31 16:47:35,2026-02-07 11:58:15
L01481,Warehouse 976,Warehouse,"05, Dubey Nagar",Surat,Gujarat,India,19.310526,83.673442,651572,Unknown,SRC005,0.95,2026-02-22 12:06:39,2026-03-01 11:06:39
L01482,Market 754,Public Place,"90/536, Sankaran Street",Mumbai,Maharashtra,India,17.854182,79.962985,172582,Medium,SRC022,0.84,2025-08-07 20:40:23,2025-08-25 15:40:23
L01483,Mall 69,Residence,"25, Ranganathan Marg",Delhi,Delhi,India,17.863385,80.170889,481901,Medium,SRC009,0.98,2026-02-04 21:35:40,2026-02-06 13:35:40
L01484,Road 812,Hotel,"82, Chhabra Zila",Lucknow,Uttar Pradesh,India,20.661071,73.331911,643996,Medium,SRC007,0.93,2024-02-01 17:02:31,2025-03-31 15:38:39
L01485,Hotel 466,Warehouse,"H.No. 75, Srivastava Nagar",Gwalior,Madhya Pradesh,India,9.095248,74.884652,297258,Medium,SRC026,0.85,2025-12-18 13:06:45,2026-01-06 16:06:45
L01486,Station 659,Warehouse,"287, Krishna Path",Ujjain,Madhya Pradesh,India,8.323031,79.139467,890056,Medium,SRC019,0.94,2025-03-31 21:24:06,2025-04-18 05:24:06
