transaction_id,source_account_id,target_account_id,transaction_type,amount,currency,timestamp,transaction_reference_hash,source_location_id,destination_location_id,channel,description,source_id,confidence_score,evidence_id,created_at
TX004160,A01114,A00991,TRANSFER,726698.17,INR,2025-01-16 01:07:35,REF77257927454,L00055,L02048,IMPS,Invoice payment,SRC026,0.91,EV04289,2025-11-08 10:41:06
TX004161,A00961,A00132,WITHDRAWAL,428076.38,INR,2025-03-15 14:01:40,REF73402754308,L00854,L01538,UPI,Service payment,SRC008,0.99,EV04523,2026-05-02 02:20:27
TX004162,A00695,A01111,PAYMENT,457596.9,INR,2024-02-14 03:58:26,REF59453354200,L00590,L00611,RTGS,Refund,SRC030,0.95,EV04091,2026-01-29 21:30:13
TX004163,A00085,A00714,DEPOSIT,508789.43,INR,2024-06-07 02:54:11,REF97009583144,L00274,L00509,ATM,Service payment,SRC005,0.97,EV02826,2025-10-27 04:35:29
TX004164,A00780,A00837,CASH,587004.52,INR,2024-02-29 05:16:27,REF14652618360,L02368,L00066,CASH,Service payment,SRC005,0.97,EV02797,2026-04-01 12:46:51
TX004165,A01038,A00003,CASH,87953.07,INR,2025-01-03 22:39:53,REF89572983759,L01237,L02405,ATM,Vendor payment,SRC018,0.95,EV00868,2025-08-14 01:47:16
TX004166,A00967,A00370,TRANSFER,115582.94,INR,2025-11-06 02:23:01,REF33442480141,L01907,L01265,ATM,Vendor payment,SRC008,0.91,EV04476,2026-07-26 08:38:27
TX004167,A00527,A00781,CASH,717871.52,INR,2025-08-11 18:01:58,REF66799715641,L00502,L00953,NEFT,Vendor payment,SRC021,0.86,EV03507,2026-04-03 11:33:05
TX004168,A00407,A00730,TRANSFER,224428.86,INR,2025-02-22 06:23:47,REF25465903546,L02025,L01345,ATM,Personal transfer,SRC005,0.96,EV03029,2024-01-16 04:36:01
TX004169,A00183,A00739,WITHDRAWAL,573200.85,INR,2026-07-25 19:43:18,REF23304020666,L01410,L02271,ATM,Cash deposit,SRC022,0.83,EV01869,2025-06-29 15:31:28
TX004170,A00197,A00133,TRANSFER,512099.7,INR,2026-08-09 23:09:20,REF12569447673,L00254,L00035,ATM,Personal transfer,SRC030,0.83,EV01236,2025-01-30 07:47:33
TX004171,A01112,A01071,TRANSFER,532621.58,INR,2024-07-30 14:34:14,REF73031754917,L00259,L00719,RTGS,Refund,SRC004,0.99,EV04923,2025-06-29 06:45:21
TX004172,A00602,A00680,PAYMENT,620006.36,INR,2025-11-23 15:19:52,REF45742381258,L01478,L02419,UPI,Personal transfer,SRC023,0.83,EV00498,2026-06-18 17:22:48
TX004173,A00559,A01282,CASH,333410.9,INR,2025-04-09 10:41:10,REF49997549931,L00099,L02071,UPI,Service payment,SRC025,0.82,EV04096,2025-06-20 01:11:31
TX004174,A00082,A00408,WITHDRAWAL,479063.6,INR,2024-08-01 14:13:35,REF19387488156,L01134,L01024,ATM,Cash deposit,SRC005,0.85,EV01143,2024-12-19 15:56:33
TX004175,A00291,A00826,TRANSFER,430124.33,INR,2025-11-26 23:22:01,REF94162736502,L00439,L00622,CASH,Cash deposit,SRC009,0.85,EV03552,2025-07-23 07:15:14
TX004176,A01259,A00801,WITHDRAWAL,712240.79,INR,2024-05-24 20:01:10,REF35504867359,L01698,L00977,NEFT,Personal transfer,SRC016,0.9,EV00690,2024-04-09 04:09:59
TX004177,A00939,A01254,WITHDRAWAL,484060.39,INR,2025-01-07 02:23:01,REF25502021437,L02057,L01346,NEFT,Invoice payment,SRC018,0.95,EV03794,2024-05-17 08:37:27
TX004178,A00407,A01279,WITHDRAWAL,161321.72,INR,2025-06-28 11:20:24,REF22491044875,L02009,L01913,CASH,Vendor payment,SRC006,0.88,EV01992,2026-05-30 13:07:37
TX004179,A01113,A00039,WITHDRAWAL,478598.24,INR,2025-08-09 08:11:45,REF53037336536,L02200,L00363,ATM,Refund,SRC019,0.92,EV04526,2024-10-09 22:34:00
TX004180,A00467,A00058,DEPOSIT,393389.58,INR,2024-05-11 13:05:06,REF13443489578,L01988,L01506,IMPS,Refund,SRC006,0.84,EV01089,2025-08-01 00:22:13
TX004181,A00027,A00904,PAYMENT,584222.42,INR,2025-09-02 16:34:12,REF62139156047,L01156,L00478,ATM,Personal transfer,SRC026,0.93,EV01295,2025-09-28 07:19:42
TX004182,A00651,A00863,DEPOSIT,516502.33,INR,2025-05-10 06:28:36,REF71321392041,L00652,L00758,CASH,Refund,SRC010,0.91,EV00846,2024-07-16 05:52:56
TX004183,A00998,A00418,DEPOSIT,589098.64,INR,2025-12-04 20:47:13,REF65072375952,L01628,L01218,CASH,Vendor payment,SRC024,0.94,EV02009,2025-05-13 04:29:52
TX004184,A00227,A01262,PAYMENT,307038.04,INR,2024-10-19 23:23:33,REF57643898293,L01048,L02290,CASH,Invoice payment,SRC009,0.83,EV01446,2026-08-29 09:40:14
TX004185,A00672,A00217,WITHDRAWAL,97726.03,INR,2024-12-14 13:07:57,REF45823647487,L00304,L01628,RTGS,Vendor payment,SRC003,0.87,EV01982,2026-03-20 12:05:19
TX004186,A00751,A00085,CASH,4252.28,INR,2025-03-04 19:03:58,REF34492368846,L02005,L01444,RTGS,Personal transfer,SRC003,0.88,EV03194,2026-02-08 10:10:21
TX004187,A00845,A01000,PAYMENT,215395.08,INR,2025-12-30 11:00:25,REF29841371949,L01223,L00876,RTGS,Cash deposit,SRC021,0.9,EV04176,2026-05-01 03:50:37
TX004188,A00511,A00464,CASH,419716.37,INR,2025-10-28 02:05:48,REF69219079004,L00262,L01439,NEFT,Vendor payment,SRC016,0.96,EV00731,2025-02-24 07:44:50
TX004189,A00445,A00283,PAYMENT,100830.26,INR,2024-10-08 17:08:23,REF56592479358,L00105,L01551,ATM,Cash deposit,SRC019,0.94,EV00015,2024-07-27 01:26:57
TX004190,A00724,A00723,DEPOSIT,661756.02,INR,2025-06-04 16:56:24,REF13601837690,L00024,L00596,NEFT,Vendor payment,SRC006,0.97,EV01042,2026-01-02 02:34:12
TX004191,A00925,A00371,CASH,155886.93,INR,2024-10-27 10:09:59,REF79747402575,L00184,L01455,RTGS,Refund,SRC010,0.97,EV00735,2026-04-14 09:26:01
TX004192,A00547,A01287,DEPOSIT,503708.64,INR,2025-05-22 00:08:10,REF54925838683,L01643,L02154,UPI,Service payment,SRC001,0.92,EV03285,2024-07-28 21:03:52
TX004193,A00702,A01265,PAYMENT,496766.82,INR,2026-01-20 09:03:33,REF62086014690,L02106,L00984,UPI,Service payment,SRC004,0.88,EV01620,2025-08-24 01:04:50
TX004194,A00460,A00046,WITHDRAWAL,457965.79,INR,2025-09-06 05:39:48,REF40611311060,L00284,L01698,IMPS,Service payment,SRC007,0.98,EV02779,2025-05-07 02:05:15
TX004195,A00793,A00265,CASH,472229.24,INR,2026-06-09 22:58:43,REF91636695726,L00207,L01191,UPI,Invoice payment,SRC021,0.99,EV00457,2024-06-03 20:13:25
TX004196,A01068,A00964,PAYMENT,613794.44,INR,2025-03-10 11:10:49,REF91716327689,L00018,L02112,UPI,Cash deposit,SRC016,0.88,EV00864,2025-12-01 07:33:20
TX004197,A00218,A01129,DEPOSIT,448998.23,INR,2025-06-08 04:48:07,REF75572329055,L01946,L00580,UPI,Vendor payment,SRC006,0.9,EV01943,2024-09-24 21:03:05
TX004198,A00434,A00235,DEPOSIT,83225.69,INR,2024-04-25 00:29:59,REF51806048653,L01975,L01556,IMPS,Personal transfer,SRC027,0.91,EV04170,2026-02-15 10:36:01
TX004199,A00927,A00957,TRANSFER,338765.48,INR,2026-02-15 02:37:18,REF42802643496,L01225,L02289,IMPS,Service payment,SRC026,0.93,EV02132,2025-07-20 23:34:46
TX004200,A01094,A00782,PAYMENT,524160.35,INR,2024-09-24 07:22:42,REF33535278034,L00438,L01492,IMPS,Vendor payment,SRC014,0.85,EV01587,2024-05-08 18:40:40
TX004201,A00874,A00606,TRANSFER,354931.91,INR,2025-02-20 04:11:54,REF73338856408,L01989,L00940,ATM,Cash deposit,SRC025,0.86,EV03612,2024-08-30 04:13:44
TX004202,A00429,A00025,PAYMENT,118440.31,INR,2024-09-06 13:07:16,REF11667659015,L00318,L00098,IMPS,Personal transfer,SRC003,0.87,EV00443,2024-10-21 17:25:22
TX004203,A00036,A00674,PAYMENT,110949.7,INR,2025-09-10 20:42:36,REF15240480859,L00707,L01727,UPI,Invoice payment,SRC006,0.88,EV01873,2024-02-02 04:37:22
TX004204,A00939,A01244,CASH,311824.66,INR,2025-06-17 14:11:00,REF38305815090,L01197,L01041,ATM,Service payment,SRC030,0.94,EV02985,2025-04-22 09:59:30
TX004205,A00037,A00167,PAYMENT,234329.99,INR,2026-01-12 23:32:40,REF96335730744,L00563,L00883,UPI,Cash deposit,SRC002,0.91,EV00550,2026-01-09 19:35:19
TX004206,A00450,A00629,WITHDRAWAL,324863.11,INR,2024-02-17 15:46:10,REF88782643899,L02152,L02049,IMPS,Service payment,SRC025,0.92,EV01426,2024-02-22 17:08:12
TX004207,A00058,A00908,DEPOSIT,385649.11,INR,2024-01-28 13:20:04,REF98371641225,L01383,L02066,ATM,Service payment,SRC006,0.82,EV01593,2025-08-15 05:47:16
TX004208,A00522,A00028,CASH,488886.67,INR,2026-06-04 05:49:18,REF60004361370,L02306,L01851,IMPS,Personal transfer,SRC029,0.94,EV02342,2024-07-11 03:51:19
TX004209,A00544,A00417,TRANSFER,630411.86,INR,2026-08-05 21:14:23,REF56190114136,L01549,L01234,IMPS,Refund,SRC019,0.93,EV04076,2026-08-12 14:10:22
TX004210,A01228,A00111,DEPOSIT,729674.64,INR,2025-09-12 16:22:29,REF50964352694,L01203,L01185,CASH,Service payment,SRC007,0.86,EV02906,2026-04-26 22:29:00
TX004211,A00833,A00053,TRANSFER,1378.41,INR,2025-07-10 02:49:26,REF33339347912,L01794,L01686,ATM,Cash deposit,SRC018,0.95,EV03530,2026-04-15 11:05:57
TX004212,A01151,A00911,TRANSFER,618312.49,INR,2025-06-02 23:27:24,REF25156013394,L01487,L00594,NEFT,Vendor payment,SRC030,0.93,EV03633,2025-11-24 20:59:46
TX004213,A00470,A00680,TRANSFER,368737.68,INR,2025-01-20 03:57:48,REF59254340174,L01599,L01561,ATM,Cash deposit,SRC001,0.84,EV00686,2024-07-22 04:22:58
TX004214,A01232,A01175,WITHDRAWAL,357610.09,INR,2026-02-12 07:23:36,REF29989415250,L00459,L00853,NEFT,Personal transfer,SRC005,0.94,EV01235,2026-07-13 05:58:32
TX004215,A00497,A01046,WITHDRAWAL,95025.46,INR,2025-02-25 04:29:59,REF82663764805,L00996,L02455,UPI,Personal transfer,SRC024,0.86,EV01134,2025-12-26 21:42:29
TX004216,A01166,A01081,PAYMENT,377955.89,INR,2024-11-16 20:53:33,REF52381961384,L00700,L01225,RTGS,Cash deposit,SRC015,0.83,EV02969,2025-06-13 22:59:18
TX004217,A01159,A00269,DEPOSIT,673082.71,INR,2026-03-11 10:40:57,REF69611054818,L00056,L02049,UPI,Personal transfer,SRC019,0.95,EV03594,2025-09-01 17:09:43
TX004218,A00812,A00484,WITHDRAWAL,382691.25,INR,2026-05-09 22:26:12,REF55758558234,L00206,L01128,NEFT,Cash deposit,SRC020,0.88,EV01585,2024-12-21 17:44:16
TX004219,A01104,A00864,PAYMENT,141675.28,INR,2026-04-04 13:38:40,REF13085884334,L01445,L02150,ATM,Personal transfer,SRC026,0.98,EV01588,2024-07-04 21:09:13
TX004220,A00096,A00441,CASH,646107.87,INR,2025-02-14 09:24:42,REF57331149789,L00467,L00470,IMPS,Vendor payment,SRC026,0.88,EV02080,2025-06-10 21:06:07
TX004221,A00286,A01235,PAYMENT,656553.9,INR,2026-07-30 11:06:24,REF75259570240,L02085,L00421,ATM,Service payment,SRC013,0.93,EV02161,2026-05-22 21:45:20
TX004222,A00943,A00884,CASH,649295.43,INR,2026-08-02 22:25:51,REF68658696714,L00227,L01732,ATM,Invoice payment,SRC014,0.88,EV04726,2026-02-21 16:43:54
TX004223,A01022,A00600,CASH,196021.6,INR,2024-08-12 07:12:55,REF20240108094,L01188,L01724,ATM,Service payment,SRC004,0.89,EV01147,2025-12-11 18:42:10
TX004224,A01139,A00600,TRANSFER,444791.03,INR,2025-01-03 16:38:41,REF31026947860,L01699,L01357,UPI,Refund,SRC001,0.83,EV02824,2026-04-17 02:23:06
TX004225,A00899,A00671,TRANSFER,417860.71,INR,2026-07-04 15:21:00,REF14621084186,L00755,L01354,UPI,Vendor payment,SRC013,0.84,EV01870,2026-06-12 05:53:40
TX004226,A00085,A00839,PAYMENT,13875.38,INR,2026-08-19 13:36:43,REF38368401151,L01304,L00439,RTGS,Personal transfer,SRC003,0.89,EV01680,2026-08-06 19:08:51
TX004227,A01199,A00142,WITHDRAWAL,274042.86,INR,2025-12-08 02:49:55,REF38562642011,L01868,L01882,ATM,Invoice payment,SRC009,0.89,EV00539,2026-06-29 06:51:22
TX004228,A00371,A00838,CASH,713201.45,INR,2025-06-04 05:13:15,REF29167565151,L02417,L02451,CASH,Refund,SRC010,0.83,EV04604,2026-07-07 00:22:20
TX004229,A00130,A00880,WITHDRAWAL,578301.71,INR,2025-12-12 17:43:04,REF23795186672,L01735,L01438,IMPS,Invoice payment,SRC010,0.87,EV03162,2025-08-25 05:33:09
TX004230,A00782,A00990,TRANSFER,471636.56,INR,2024-10-11 18:54:18,REF18933940339,L02409,L00178,UPI,Invoice payment,SRC007,0.86,EV01883,2024-05-09 22:32:02
TX004231,A00327,A00916,DEPOSIT,444702.25,INR,2024-12-19 13:23:51,REF30327596068,L00722,L01347,CASH,Invoice payment,SRC020,0.91,EV03844,2026-08-30 11:09:00
TX004232,A00343,A00528,DEPOSIT,632101.84,INR,2024-05-14 11:36:22,REF15076988503,L00500,L00379,ATM,Invoice payment,SRC011,0.96,EV02730,2025-03-29 13:44:37
TX004233,A01255,A00344,WITHDRAWAL,582800.29,INR,2024-08-28 10:32:13,REF66074936574,L00154,L00458,UPI,Personal transfer,SRC013,0.83,EV03935,2024-07-27 10:01:41
TX004234,A00129,A00401,PAYMENT,304371.62,INR,2025-02-28 06:31:39,REF30962301535,L01960,L00266,RTGS,Personal transfer,SRC009,0.89,EV04141,2024-01-01 15:06:27
TX004235,A00175,A00670,PAYMENT,67082.94,INR,2025-05-16 03:10:07,REF77939182961,L00909,L01705,IMPS,Service payment,SRC024,0.85,EV00438,2024-01-29 13:41:05
TX004236,A00817,A00845,WITHDRAWAL,123117.97,INR,2025-06-08 02:58:34,REF56047834930,L00962,L02087,ATM,Personal transfer,SRC004,0.93,EV00948,2025-03-01 07:04:46
TX004237,A00625,A01128,DEPOSIT,252672.95,INR,2025-02-12 19:49:23,REF13049206138,L02044,L01231,ATM,Personal transfer,SRC023,0.88,EV04576,2024-09-11 10:32:50
TX004238,A01249,A00253,PAYMENT,211684.37,INR,2025-09-14 12:08:41,REF85064021070,L00931,L02098,CASH,Cash deposit,SRC004,0.86,EV00872,2025-03-02 03:36:58
TX004239,A01064,A00472,CASH,524295.23,INR,2024-12-30 10:48:17,REF25713257175,L01679,L01114,IMPS,Service payment,SRC026,0.97,EV00660,2024-11-15 08:41:13
TX004240,A00460,A00163,PAYMENT,37702.63,INR,2025-10-07 07:04:27,REF47962479121,L00578,L02491,IMPS,Personal transfer,SRC013,0.94,EV02484,2025-01-13 11:48:57
TX004241,A01144,A00415,PAYMENT,593624.9,INR,2026-03-19 13:29:44,REF80859041659,L00574,L01027,UPI,Personal transfer,SRC021,0.88,EV01747,2025-06-05 19:52:28
TX004242,A00899,A01120,DEPOSIT,479049.35,INR,2025-07-11 03:54:11,REF79959783298,L02445,L01884,NEFT,Vendor payment,SRC004,0.94,EV03437,2026-03-26 14:07:45
TX004243,A00257,A00025,DEPOSIT,463768.43,INR,2025-08-25 03:28:19,REF83517020950,L00154,L00675,CASH,Personal transfer,SRC029,0.95,EV04688,2026-02-07 17:40:43
TX004244,A00296,A00417,TRANSFER,46392.43,INR,2025-10-09 04:17:49,REF48252762508,L02080,L01084,IMPS,Cash deposit,SRC002,0.85,EV02347,2026-04-08 01:00:35
TX004245,A00945,A00584,CASH,49593.22,INR,2025-06-12 03:30:08,REF77616690235,L00898,L02417,CASH,Refund,SRC003,0.91,EV02116,2024-02-24 18:36:59
TX004246,A00601,A01215,DEPOSIT,732217.89,INR,2025-11-20 11:03:53,REF58631464339,L01267,L01733,RTGS,Vendor payment,SRC020,0.92,EV03200,2024-05-05 21:45:21
TX004247,A00757,A00941,CASH,724283.52,INR,2025-10-21 16:17:52,REF31847874822,L00446,L01012,RTGS,Personal transfer,SRC018,0.88,EV01888,2025-05-06 05:39:37
TX004248,A00147,A00206,PAYMENT,483891.79,INR,2024-06-28 04:12:50,REF55217300948,L02475,L01463,UPI,Service payment,SRC002,0.83,EV04847,2024-03-17 17:03:42
TX004249,A00660,A00614,TRANSFER,653278.32,INR,2025-10-01 19:53:12,REF40016868017,L00583,L01260,UPI,Vendor payment,SRC004,0.97,EV03946,2025-04-21 13:44:55
TX004250,A00644,A00172,CASH,673090.82,INR,2025-05-23 04:37:11,REF16749517462,L01665,L00511,NEFT,Vendor payment,SRC002,0.99,EV04158,2024-05-03 03:54:30
TX004251,A00763,A01274,WITHDRAWAL,462135.74,INR,2025-09-05 18:34:38,REF95431743662,L01827,L00466,RTGS,Refund,SRC008,0.98,EV00571,2026-02-17 11:41:13
TX004252,A01018,A01100,CASH,178536.42,INR,2024-07-05 16:29:56,REF80303736327,L01963,L00372,UPI,Service payment,SRC015,0.85,EV01375,2025-09-11 14:06:17
TX004253,A00148,A00564,WITHDRAWAL,493929.37,INR,2025-09-02 03:17:52,REF91267794020,L00614,L01313,IMPS,Cash deposit,SRC030,0.85,EV00906,2024-11-10 22:08:47
TX004254,A00150,A00568,WITHDRAWAL,66302.15,INR,2025-05-03 16:15:02,REF40124882843,L00602,L00694,UPI,Service payment,SRC016,0.82,EV01362,2025-05-23 00:19:07
TX004255,A01099,A00046,CASH,223836.64,INR,2025-11-28 12:33:48,REF60782363001,L01610,L01635,IMPS,Vendor payment,SRC026,0.92,EV02541,2025-12-31 11:31:34
TX004256,A00341,A01011,TRANSFER,423054.32,INR,2026-08-25 08:02:46,REF79477435996,L01219,L00684,ATM,Invoice payment,SRC028,0.83,EV02215,2026-05-21 14:04:55
TX004257,A00469,A00939,DEPOSIT,298812.52,INR,2026-08-24 19:49:16,REF54916427545,L00834,L01281,CASH,Personal transfer,SRC030,0.84,EV04285,2026-08-27 06:43:22
TX004258,A00807,A00732,TRANSFER,209055.2,INR,2026-08-08 12:03:20,REF74638399621,L00981,L02162,ATM,Invoice payment,SRC007,0.99,EV00688,2026-07-01 05:48:47
TX004259,A00229,A01232,WITHDRAWAL,733873.84,INR,2024-07-17 18:32:08,REF99211490336,L00423,L00535,UPI,Refund,SRC025,0.92,EV01303,2024-08-24 08:27:16
TX004260,A01060,A00986,PAYMENT,116558.01,INR,2024-05-25 11:47:55,REF33605999146,L01844,L00410,UPI,Service payment,SRC006,0.97,EV01253,2026-05-09 22:36:38
TX004261,A00406,A00758,PAYMENT,743056.22,INR,2025-07-30 13:53:43,REF19188857646,L01042,L00593,IMPS,Personal transfer,SRC023,0.92,EV02547,2025-09-30 09:56:47
TX004262,A00389,A00015,WITHDRAWAL,407431.37,INR,2026-01-11 18:23:35,REF64434349129,L01472,L02042,IMPS,Personal transfer,SRC003,0.96,EV03843,2024-02-02 02:48:35
TX004263,A00720,A00699,DEPOSIT,286407.08,INR,2025-12-18 05:19:38,REF14960104509,L00847,L00889,UPI,Vendor payment,SRC011,0.95,EV04597,2025-11-29 13:01:36
TX004264,A00281,A00351,TRANSFER,522396.77,INR,2025-01-04 12:48:24,REF66764457089,L01355,L02347,UPI,Cash deposit,SRC002,0.95,EV01484,2024-07-08 12:02:36
TX004265,A00978,A01025,PAYMENT,600411.66,INR,2024-01-31 09:36:43,REF96831440001,L01475,L01546,ATM,Invoice payment,SRC008,0.97,EV03456,2026-07-01 22:04:36
TX004266,A00571,A00844,TRANSFER,293683.76,INR,2026-04-17 11:28:26,REF69894829084,L00155,L00740,RTGS,Vendor payment,SRC009,0.83,EV02625,2024-01-06 02:14:18
TX004267,A00970,A01146,PAYMENT,500607.7,INR,2025-08-29 16:08:40,REF15694077084,L01886,L01952,CASH,Invoice payment,SRC004,0.87,EV00433,2024-01-23 01:48:12
TX004268,A01069,A00525,PAYMENT,241210.98,INR,2025-03-30 04:01:52,REF26168724885,L00275,L00615,UPI,Invoice payment,SRC017,0.91,EV00817,2025-06-19 08:47:26
TX004269,A00611,A01192,WITHDRAWAL,729777.05,INR,2025-09-11 08:59:48,REF79310430549,L02016,L01188,CASH,Service payment,SRC007,0.83,EV03968,2025-02-13 23:57:07
TX004270,A00365,A00708,CASH,594536.93,INR,2026-08-07 06:22:25,REF14252287569,L00413,L02399,RTGS,Refund,SRC025,0.88,EV03180,2026-04-20 13:21:04
TX004271,A00158,A00555,WITHDRAWAL,218188.55,INR,2026-08-05 15:11:03,REF78751191037,L00696,L02329,NEFT,Vendor payment,SRC010,0.84,EV03201,2026-01-18 08:54:22
TX004272,A00538,A00083,CASH,383952.07,INR,2026-07-25 21:01:11,REF31278839939,L02335,L00218,ATM,Personal transfer,SRC022,0.94,EV01453,2024-05-07 05:00:08
TX004273,A01299,A00879,WITHDRAWAL,726597.08,INR,2025-07-30 03:57:28,REF51025301356,L02172,L01900,IMPS,Cash deposit,SRC006,0.85,EV00484,2024-06-17 10:49:31
TX004274,A00685,A00512,WITHDRAWAL,296307.12,INR,2025-08-20 02:31:48,REF63717405273,L01955,L01724,UPI,Refund,SRC011,0.9,EV04676,2024-04-04 07:59:24
TX004275,A00215,A00416,DEPOSIT,324544.27,INR,2024-08-30 02:38:00,REF52931015115,L00646,L01027,UPI,Invoice payment,SRC015,0.84,EV01184,2025-11-08 13:15:33
TX004276,A00166,A00385,CASH,27962.18,INR,2025-01-28 16:24:21,REF20584178388,L02081,L00836,NEFT,Invoice payment,SRC005,0.88,EV01799,2026-03-22 00:48:22
TX004277,A00398,A00487,CASH,44406.52,INR,2025-07-13 18:02:22,REF31052611546,L01595,L02100,NEFT,Invoice payment,SRC028,0.89,EV00674,2025-08-27 17:51:46
TX004278,A00271,A01203,DEPOSIT,509806.65,INR,2024-05-18 23:26:32,REF67777603573,L00843,L00327,ATM,Vendor payment,SRC026,0.96,EV01938,2025-11-12 19:00:32
TX004279,A00634,A00421,DEPOSIT,44398.8,INR,2026-01-31 01:20:05,REF70017260860,L01059,L00856,IMPS,Personal transfer,SRC015,0.82,EV01817,2024-02-25 08:31:17
TX004280,A01184,A00604,TRANSFER,630786.74,INR,2024-06-27 10:07:13,REF95032714314,L01638,L00448,RTGS,Vendor payment,SRC006,0.92,EV04223,2024-02-22 18:45:52
TX004281,A01193,A00969,WITHDRAWAL,206574.74,INR,2025-02-16 22:11:48,REF31917323285,L01557,L00453,ATM,Personal transfer,SRC020,0.93,EV00407,2026-06-24 20:27:15
TX004282,A00769,A00925,TRANSFER,65242.1,INR,2025-04-15 04:16:07,REF46256727109,L01608,L00468,CASH,Invoice payment,SRC022,0.91,EV02418,2024-06-30 01:34:42
TX004283,A00092,A01005,TRANSFER,618888.91,INR,2024-07-30 03:15:25,REF34110443589,L01844,L00874,ATM,Service payment,SRC008,0.96,EV04272,2024-02-19 18:10:18
TX004284,A00580,A00882,TRANSFER,21758.5,INR,2025-05-16 09:41:49,REF67793453852,L01411,L00212,NEFT,Invoice payment,SRC022,0.98,EV00120,2024-01-14 12:30:29
TX004285,A00160,A00226,TRANSFER,61127.33,INR,2024-09-11 21:30:36,REF47013792131,L00229,L00233,CASH,Service payment,SRC005,0.97,EV00524,2024-09-21 05:37:57
TX004286,A00742,A01090,TRANSFER,687170.76,INR,2024-02-11 04:50:38,REF48983762626,L00266,L00314,RTGS,Refund,SRC028,0.97,EV03747,2024-09-25 17:59:02
TX004287,A00919,A00195,PAYMENT,258267.09,INR,2026-05-10 13:37:24,REF30429806412,L00836,L01326,CASH,Vendor payment,SRC019,0.84,EV03985,2026-02-10 00:17:10
TX004288,A00714,A00564,DEPOSIT,697371.93,INR,2024-08-16 06:32:43,REF15824834765,L01616,L01380,UPI,Refund,SRC030,0.95,EV00693,2026-05-05 01:37:07
TX004289,A00005,A00550,TRANSFER,134385.43,INR,2025-03-19 03:28:56,REF54757387539,L02223,L00281,RTGS,Invoice payment,SRC010,0.91,EV02449,2024-02-07 16:31:56
TX004290,A00694,A00198,CASH,415693.33,INR,2025-06-05 16:55:53,REF88530524975,L00983,L00723,UPI,Vendor payment,SRC023,0.95,EV00150,2025-03-04 10:37:57
TX004291,A01278,A00345,TRANSFER,133812.02,INR,2025-09-23 12:36:23,REF57235326287,L01635,L02006,ATM,Invoice payment,SRC020,0.96,EV01089,2024-04-24 06:21:11
TX004292,A00554,A00960,DEPOSIT,372279.76,INR,2025-05-24 07:27:30,REF57766592374,L02084,L01237,UPI,Invoice payment,SRC006,0.95,EV01810,2024-01-28 22:06:00
TX004293,A00306,A00776,TRANSFER,370387.06,INR,2024-05-29 22:35:56,REF33604313355,L00157,L02181,IMPS,Invoice payment,SRC001,0.92,EV04626,2024-07-16 21:11:42
TX004294,A00730,A00095,DEPOSIT,387700.48,INR,2026-05-04 03:00:24,REF43602323150,L00323,L02242,IMPS,Invoice payment,SRC014,0.97,EV00218,2025-02-27 19:22:31
TX004295,A01295,A00711,CASH,51962.88,INR,2025-05-30 21:44:43,REF74239678417,L00189,L00373,RTGS,Vendor payment,SRC027,0.91,EV01641,2025-02-18 05:53:24
TX004296,A01002,A01253,WITHDRAWAL,483249.78,INR,2024-08-11 21:47:33,REF51045873624,L01080,L00517,NEFT,Personal transfer,SRC022,0.91,EV01647,2025-04-03 08:39:05
TX004297,A00126,A00316,DEPOSIT,682140.99,INR,2024-03-23 15:34:12,REF57387284987,L01139,L02115,RTGS,Service payment,SRC030,0.89,EV02258,2024-07-11 09:25:53
TX004298,A01028,A00831,WITHDRAWAL,173102.38,INR,2024-03-19 18:24:54,REF25797180196,L02411,L01965,UPI,Invoice payment,SRC019,0.95,EV00320,2024-12-26 14:08:58
TX004299,A00160,A00647,TRANSFER,716310.09,INR,2024-04-27 03:35:38,REF49673219021,L01628,L02106,CASH,Service payment,SRC021,0.9,EV02169,2024-05-17 22:57:07
TX004300,A01208,A00954,WITHDRAWAL,327901.12,INR,2024-10-29 09:13:52,REF25828332458,L00999,L02407,ATM,Refund,SRC018,0.87,EV04440,2024-01-21 16:30:46
TX004301,A00142,A01112,CASH,308736.42,INR,2026-03-28 01:57:16,REF90999272222,L02466,L01115,RTGS,Refund,SRC001,0.82,EV02138,2024-09-16 16:57:17
TX004302,A00935,A01254,WITHDRAWAL,184048.26,INR,2026-07-08 03:07:29,REF34063097138,L00508,L00412,RTGS,Refund,SRC010,0.83,EV01784,2025-12-25 04:25:00
TX004303,A01237,A00384,CASH,702641.59,INR,2024-04-29 01:02:38,REF47687884160,L01707,L00956,NEFT,Personal transfer,SRC019,0.94,EV01157,2025-06-21 04:22:07
TX004304,A00513,A01024,WITHDRAWAL,321742.81,INR,2025-02-25 18:26:15,REF12491853134,L01659,L00647,CASH,Vendor payment,SRC029,0.92,EV04833,2025-01-21 22:06:16
TX004305,A01039,A00588,WITHDRAWAL,392663.46,INR,2024-02-01 00:17:28,REF88458966455,L01966,L00071,ATM,Service payment,SRC005,0.86,EV03521,2025-05-07 08:17:14
TX004306,A00644,A00971,DEPOSIT,287364.33,INR,2024-02-10 11:24:32,REF84409040458,L00454,L01449,ATM,Personal transfer,SRC021,0.86,EV04565,2024-10-16 14:43:04
TX004307,A00248,A01222,PAYMENT,452272.28,INR,2025-10-06 18:58:03,REF86037151324,L01284,L01248,RTGS,Vendor payment,SRC013,0.88,EV02236,2025-10-18 13:21:15
