case_id,fir_number,case_type,case_category,registration_date,incident_date,incident_location_id,police_station,jurisdiction,case_status,investigating_unit,source_document_id,confidence_score,created_at,updated_at
C00578,FIR/2025/1522,Economic,Cybercrime,2025-10-20,2025-09-22,L01569,Kanpur Central Police Station,Kanpur,Open,Crime Branch,DOC01595,0.88,2025-10-09 13:27:27,2025-11-06 07:27:27
C00579,FIR/2025/9754,Criminal,Vehicle Theft,2025-12-23,2025-11-28,L02395,Bhopal Central Police Station,Indore,Pending Trial,Cyber Cell,DOC02219,0.83,2025-02-28 16:53:27,2025-09-05 16:57:50
C00580,FIR/2024/7536,Organized Crime,Robbery,2024-06-21,2024-05-28,L00485,Hyderabad Central Police Station,Ahmedabad,Closed,Crime Branch,DOC02123,0.92,2026-01-16 14:05:09,2026-02-06 12:05:09
C00581,FIR/2025/6889,Economic,Cybercrime,2025-01-31,2025-01-04,L00856,Dewas Central Police Station,Hyderabad,Under Investigation,Local Police,DOC01008,0.82,2024-11-29 03:57:29,2025-03-14 11:20:16
C00582,FIR/2025/3591,Cyber,Assault,2025-12-28,2025-12-11,L00891,Kanpur Central Police Station,Hyderabad,Pending Trial,Cyber Cell,DOC01280,0.82,2024-06-07 02:45:02,2026-07-18 07:49:12
C00583,FIR/2025/5719,Criminal,Fraud,2025-09-22,2025-09-19,L02291,Hyderabad Central Police Station,Gwalior,Closed,Local Police,DOC01911,0.9,2024-04-14 01:16:25,2025-10-21 11:29:05
C00584,FIR/2024/8831,Economic,Forgery,2024-12-10,2024-12-09,L00719,Ahmedabad Central Police Station,Mumbai,Open,Cyber Cell,DOC00522,0.89,2025-08-18 12:12:25,2025-09-14 07:12:25
C00585,FIR/2024/2229,Criminal,Money Laundering,2024-02-23,2024-02-01,L01238,Kanpur Central Police Station,Mumbai,Pending Trial,Cyber Cell,DOC02393,0.86,2026-02-11 20:10:20,2026-03-06 06:10:20
C00586,FIR/2025/5533,Organized Crime,Smuggling,2025-07-10,2025-06-16,L01832,Indore Central Police Station,Jabalpur,Under Investigation,Cyber Cell,DOC01214,0.84,2026-04-07 09:18:12,2026-04-21 02:18:12
C00587,FIR/2026/7363,Criminal,Burglary,2026-06-16,2026-06-01,L01057,Dewas Central Police Station,Kanpur,Pending Trial,Cyber Cell,DOC02531,0.91,2024-03-29 17:55:49,2024-12-07 19:27:14
C00588,FIR/2026/4642,Criminal,Burglary,2026-05-30,2026-05-05,L00424,Nagpur Central Police Station,Ujjain,Open,Cyber Cell,DOC01695,0.83,2024-03-30 10:43:19,2025-06-08 05:40:21
C00589,FIR/2024/8899,Criminal,Extortion,2024-11-17,2024-11-05,L02468,Gurugram Central Police Station,Bhopal,Open,Local Police,DOC02478,0.87,2025-10-30 07:27:21,2025-11-03 09:27:21
C00590,FIR/2025/1175,Cyber,Smuggling,2025-08-01,2025-07-19,L01158,Hyderabad Central Police Station,Ahmedabad,Closed,Economic Offences Unit,DOC00087,0.88,2026-06-27 00:33:33,2026-07-01 22:33:33
C00591,FIR/2024/4501,Cyber,Illegal Gambling,2024-10-26,2024-10-23,L00274,Indore Central Police Station,Bengaluru,Under Investigation,Economic Offences Unit,DOC01466,0.93,2024-11-08 06:36:50,2025-01-20 22:59:10
C00592,FIR/2025/6930,Criminal,Assault,2025-01-27,2025-01-10,L01174,Pune Central Police Station,Lucknow,Open,Crime Branch,DOC01571,0.91,2024-06-27 12:44:21,2026-06-29 12:23:40
C00593,FIR/2024/5158,Cyber,Smuggling,2024-08-11,2024-08-03,L02265,Indore Central Police Station,Lucknow,Under Investigation,Economic Offences Unit,DOC02550,0.88,2025-10-25 15:01:10,2025-10-28 02:01:10
C00594,FIR/2025/0308,Organized Crime,Assault,2025-10-27,2025-10-20,L01299,Vadodara Central Police Station,Jaipur,Closed,Crime Branch,DOC00925,0.92,2024-01-20 13:11:15,2024-11-12 14:14:36
C00595,FIR/2026/9955,Organized Crime,Robbery,2026-09-04,2026-08-22,L01401,Surat Central Police Station,Jabalpur,Under Investigation,Economic Offences Unit,DOC00896,0.91,2026-08-25 02:46:43,2026-09-04 23:59:59
C00596,FIR/2025/6017,Cyber,Money Laundering,2025-02-19,2025-01-31,L00751,Mumbai Central Police Station,Gwalior,Pending Trial,Economic Offences Unit,DOC00160,0.89,2026-05-30 12:11:05,2026-06-25 06:11:05
C00597,FIR/2025/2318,Organized Crime,Robbery,2025-02-07,2025-02-01,L00432,Indore Central Police Station,Bengaluru,Pending Trial,Local Police,DOC00205,0.87,2024-12-17 12:40:40,2025-01-23 13:53:28
C00598,FIR/2025/4211,Economic,Vehicle Theft,2025-06-25,2025-05-31,L00596,Hyderabad Central Police Station,Ujjain,Under Investigation,Economic Offences Unit,DOC00440,0.87,2024-06-13 03:43:47,2025-08-13 11:57:36
C00599,FIR/2024/8771,Economic,Forgery,2024-02-21,2024-01-28,L01379,Gwalior Central Police Station,Surat,Closed,Economic Offences Unit,DOC01954,0.96,2024-09-29 17:25:12,2025-05-05 23:30:27
C00600,FIR/2025/0087,Organized Crime,Burglary,2025-05-11,2025-05-06,L00542,Kanpur Central Police Station,Bhopal,Pending Trial,Cyber Cell,DOC02081,0.87,2025-11-25 21:53:07,2025-12-01 21:53:07
C00601,FIR/2025/5138,Economic,Money Laundering,2025-08-06,2025-07-22,L00285,Dewas Central Police Station,Lucknow,Closed,Crime Branch,DOC00629,0.9,2025-04-26 20:50:48,2025-05-06 17:50:48
C00602,FIR/2024/4342,Criminal,Extortion,2024-07-04,2024-06-10,L02480,Ujjain Central Police Station,Ahmedabad,Pending Trial,Local Police,DOC00322,0.85,2024-01-09 05:54:45,2025-08-14 19:24:01
C00603,FIR/2024/3752,Cyber,Robbery,2025-01-01,2024-12-22,L01242,Kota Central Police Station,Bhopal,Open,Economic Offences Unit,DOC00513,0.9,2025-04-13 02:09:43,2025-11-02 22:29:05
C00604,FIR/2024/7501,Criminal,Assault,2024-10-15,2024-09-18,L02386,Pune Central Police Station,Pune,Under Investigation,Local Police,DOC00992,0.91,2024-01-08 12:43:13,2024-09-24 18:29:15
C00605,FIR/2025/0422,Criminal,Forgery,2025-12-03,2025-11-18,L00228,Bengaluru Central Police Station,Nagpur,Open,Crime Branch,DOC02231,0.85,2026-06-02 13:13:14,2026-06-08 17:13:14
C00606,FIR/2025/8414,Economic,Cybercrime,2025-04-22,2025-03-28,L02149,Pune Central Police Station,Kota,Closed,Local Police,DOC01580,0.95,2026-04-21 13:24:26,2026-05-12 01:24:26
C00607,FIR/2026/0460,Cyber,Burglary,2026-02-13,2026-02-09,L00641,Kota Central Police Station,Lucknow,Closed,Cyber Cell,DOC01747,0.88,2024-09-07 14:28:44,2024-10-06 20:28:44
C00608,FIR/2024/3887,Criminal,Assault,2024-07-06,2024-06-17,L00462,Vadodara Central Police Station,Kota,Closed,Local Police,DOC01371,0.88,2025-02-07 19:02:43,2025-12-12 02:11:34
C00609,FIR/2024/1963,Organized Crime,Cybercrime,2024-09-24,2024-09-21,L00404,Vadodara Central Police Station,Dewas,Under Investigation,Cyber Cell,DOC00010,0.85,2026-08-21 18:32:24,2026-09-04 23:59:59
C00610,FIR/2024/8511,Criminal,Vehicle Theft,2024-03-20,2024-02-19,L01299,Surat Central Police Station,Kota,Open,Crime Branch,DOC02169,0.91,2025-08-25 18:04:43,2025-09-19 16:04:43
C00611,FIR/2025/6961,Organized Crime,Smuggling,2025-02-17,2025-02-14,L01800,Dewas Central Police Station,Kanpur,Closed,Crime Branch,DOC01601,0.93,2025-03-25 18:05:37,2025-03-29 09:05:37
C00612,FIR/2024/4341,Economic,Forgery,2024-08-16,2024-07-19,L00640,Jabalpur Central Police Station,Dewas,Pending Trial,Cyber Cell,DOC01402,0.95,2026-04-30 02:02:12,2026-05-04 20:02:12
C00613,FIR/2026/7013,Organized Crime,Cybercrime,2026-08-04,2026-07-27,L00704,Hyderabad Central Police Station,Bhopal,Closed,Economic Offences Unit,DOC01038,0.85,2024-02-28 12:40:41,2026-02-05 23:24:31
C00614,FIR/2024/3089,Cyber,Smuggling,2024-08-29,2024-08-20,L02219,Surat Central Police Station,Ahmedabad,Open,Local Police,DOC00422,0.93,2025-06-09 03:02:46,2025-07-04 04:02:46
C00615,FIR/2024/0905,Cyber,Extortion,2024-02-21,2024-02-19,L00528,Gurugram Central Police Station,Jaipur,Under Investigation,Cyber Cell,DOC00754,0.81,2025-07-02 13:09:32,2025-08-29 12:26:41
C00616,FIR/2025/8328,Organized Crime,Forgery,2025-03-17,2025-03-16,L00227,Gurugram Central Police Station,Surat,Open,Economic Offences Unit,DOC02016,0.92,2024-02-01 02:55:22,2024-02-27 16:55:22
C00617,FIR/2025/7137,Criminal,Cybercrime,2025-09-22,2025-09-18,L01942,Bhopal Central Police Station,Indore,Closed,Local Police,DOC00334,0.88,2025-04-11 05:33:30,2025-06-13 20:11:29
C00618,FIR/2024/7086,Organized Crime,Forgery,2024-10-25,2024-10-15,L02007,Kanpur Central Police Station,Nagpur,Under Investigation,Economic Offences Unit,DOC01513,0.93,2024-12-04 00:24:00,2025-04-25 20:51:48
C00619,FIR/2025/9473,Economic,Extortion,2025-08-08,2025-08-01,L02194,Gwalior Central Police Station,Lucknow,Closed,Crime Branch,DOC02914,0.95,2026-06-14 21:32:15,2026-07-04 12:32:15
C00620,FIR/2024/3261,Economic,Vehicle Theft,2024-04-22,2024-04-22,L02227,Jaipur Central Police Station,Kota,Open,Crime Branch,DOC01398,0.86,2025-09-21 03:05:23,2025-10-14 15:05:23
C00621,FIR/2024/3744,Criminal,Forgery,2024-04-18,2024-04-12,L00539,Kanpur Central Police Station,Ujjain,Closed,Economic Offences Unit,DOC01238,0.94,2025-12-12 03:27:36,2025-12-24 20:27:36
C00622,FIR/2025/1415,Economic,Forgery,2025-08-25,2025-08-01,L00054,Nagpur Central Police Station,Kanpur,Pending Trial,Local Police,DOC01868,0.86,2024-01-27 17:50:31,2026-06-25 18:43:47
C00623,FIR/2025/2729,Criminal,Extortion,2025-12-11,2025-12-04,L00363,Gurugram Central Police Station,Ahmedabad,Under Investigation,Local Police,DOC01829,0.82,2026-06-17 22:35:33,2026-07-17 13:35:33
C00624,FIR/2024/4254,Criminal,Extortion,2024-12-01,2024-11-11,L01340,Indore Central Police Station,Vadodara,Under Investigation,Local Police,DOC01858,0.92,2025-04-17 10:52:59,2026-01-13 18:25:38
C00625,FIR/2025/9810,Criminal,Burglary,2025-07-15,2025-07-10,L00642,Kota Central Police Station,Mumbai,Pending Trial,Cyber Cell,DOC00889,0.86,2025-07-12 21:00:21,2025-07-23 06:00:21
C00626,FIR/2025/6756,Organized Crime,Money Laundering,2025-10-05,2025-09-09,L01893,Gwalior Central Police Station,Jabalpur,Under Investigation,Local Police,DOC02299,0.84,2024-11-07 05:56:25,2025-01-19 05:38:04
C00627,FIR/2026/9744,Organized Crime,Illegal Gambling,2026-01-01,2026-01-01,L00665,Bhopal Central Police Station,Bengaluru,Under Investigation,Local Police,DOC01334,0.86,2025-11-06 05:18:13,2025-12-02 13:18:13
C00628,FIR/2024/6626,Organized Crime,Robbery,2024-07-22,2024-06-25,L01126,Kota Central Police Station,Delhi,Pending Trial,Crime Branch,DOC02953,0.9,2025-10-26 16:17:44,2025-11-12 20:17:44
C00629,FIR/2025/7999,Criminal,Vehicle Theft,2025-11-11,2025-11-03,L01345,Delhi Central Police Station,Kanpur,Open,Local Police,DOC01935,0.83,2025-03-18 14:31:53,2025-10-14 19:12:54
C00630,FIR/2024/4575,Cyber,Robbery,2024-07-23,2024-07-15,L01440,Ujjain Central Police Station,Lucknow,Open,Local Police,DOC01524,0.89,2025-01-29 16:09:40,2026-05-08 02:03:57
C00631,FIR/2026/1600,Criminal,Vehicle Theft,2026-02-01,2026-01-23,L01181,Mumbai Central Police Station,Nagpur,Under Investigation,Cyber Cell,DOC02563,0.9,2026-03-14 21:50:55,2026-03-29 06:50:55
C00632,FIR/2025/5999,Economic,Robbery,2025-06-23,2025-05-25,L01194,Nagpur Central Police Station,Dewas,Pending Trial,Crime Branch,DOC02505,0.96,2024-12-22 18:37:06,2025-01-14 12:37:06
C00633,FIR/2026/5878,Economic,Forgery,2026-02-26,2026-02-10,L00089,Jabalpur Central Police Station,Vadodara,Open,Crime Branch,DOC00409,0.93,2025-12-06 04:01:00,2025-12-24 01:01:00
C00634,FIR/2025/1190,Organized Crime,Fraud,2026-01-06,2025-12-17,L01790,Pune Central Police Station,Jaipur,Closed,Cyber Cell,DOC02748,0.85,2025-12-27 08:20:51,2026-01-09 13:20:51
C00635,FIR/2024/7431,Cyber,Robbery,2024-11-25,2024-11-23,L00592,Gurugram Central Police Station,Bengaluru,Closed,Economic Offences Unit,DOC00610,0.86,2024-10-14 19:17:37,2025-10-04 03:27:10
C00636,FIR/2026/1098,Economic,Forgery,2026-05-12,2026-05-07,L00697,Indore Central Police Station,Indore,Under Investigation,Local Police,DOC02300,0.93,2025-04-12 19:50:05,2025-04-28 13:50:05
C00637,FIR/2025/8364,Organized Crime,Assault,2025-06-16,2025-06-05,L00609,Ujjain Central Police Station,Pune,Closed,Cyber Cell,DOC01634,0.87,2024-01-04 04:40:30,2025-02-28 16:02:39
C00638,FIR/2026/3462,Organized Crime,Illegal Gambling,2026-03-31,2026-03-13,L00246,Gwalior Central Police Station,Delhi,Pending Trial,Local Police,DOC00719,0.83,2025-05-15 18:47:59,2026-06-01 11:27:14
C00639,FIR/2025/6889,Criminal,Smuggling,2025-08-29,2025-08-24,L01462,Vadodara Central Police Station,Indore,Open,Economic Offences Unit,DOC00267,0.81,2026-05-29 19:46:04,2026-06-19 02:46:04
C00640,FIR/2025/8654,Criminal,Illegal Gambling,2025-09-24,2025-09-02,L02489,Dewas Central Police Station,Ujjain,Pending Trial,Crime Branch,DOC02170,0.91,2026-05-10 22:51:48,2026-05-28 20:51:48
C00641,FIR/2026/4078,Economic,Assault,2026-08-02,2026-07-16,L02107,Jabalpur Central Police Station,Delhi,Closed,Cyber Cell,DOC00933,0.91,2024-09-21 13:47:03,2024-10-13 07:56:52
C00642,FIR/2024/0041,Organized Crime,Fraud,2024-07-07,2024-07-07,L00795,Surat Central Police Station,Dewas,Open,Economic Offences Unit,DOC02828,0.88,2025-12-14 00:49:19,2026-01-07 20:49:19
C00643,FIR/2025/2617,Criminal,Illegal Gambling,2025-10-28,2025-10-04,L01917,Bengaluru Central Police Station,Pune,Open,Crime Branch,DOC00599,0.98,2026-06-18 18:25:09,2026-07-15 12:25:09
C00644,FIR/2025/7931,Economic,Burglary,2025-03-11,2025-02-23,L01472,Jaipur Central Police Station,Ahmedabad,Under Investigation,Crime Branch,DOC02943,0.93,2026-02-23 21:16:56,2026-04-17 17:23:59
C00645,FIR/2026/0052,Economic,Illegal Gambling,2026-05-26,2026-05-19,L02305,Gwalior Central Police Station,Gurugram,Under Investigation,Cyber Cell,DOC00446,0.84,2025-09-10 06:31:19,2025-09-25 22:31:19
C00646,FIR/2025/8255,Organized Crime,Burglary,2025-12-12,2025-11-21,L02288,Pune Central Police Station,Bengaluru,Under Investigation,Local Police,DOC02211,0.95,2025-04-13 18:17:32,2026-03-13 14:00:29
C00647,FIR/2026/2577,Cyber,Illegal Gambling,2026-09-01,2026-08-18,L01333,Hyderabad Central Police Station,Dewas,Closed,Local Police,DOC02233,0.93,2026-07-19 02:32:45,2026-07-27 19:32:45
C00648,FIR/2026/5003,Criminal,Cybercrime,2026-01-19,2026-01-01,L01924,Bengaluru Central Police Station,Pune,Open,Economic Offences Unit,DOC00639,0.8,2025-03-16 08:16:23,2026-05-18 13:10:51
C00649,FIR/2024/1664,Criminal,Illegal Gambling,2024-05-29,2024-05-09,L00195,Nagpur Central Police Station,Hyderabad,Under Investigation,Economic Offences Unit,DOC01269,0.87,2025-08-11 14:25:37,2026-08-28 22:31:00
C00650,FIR/2025/6955,Economic,Burglary,2025-11-02,2025-10-21,L00787,Ujjain Central Police Station,Bengaluru,Pending Trial,Crime Branch,DOC02049,0.84,2025-01-07 00:46:28,2026-03-22 02:20:07
C00651,FIR/2025/3854,Criminal,Burglary,2025-10-10,2025-09-14,L01798,Kota Central Police Station,Indore,Closed,Crime Branch,DOC01015,0.85,2024-07-01 13:56:01,2026-07-22 00:58:11
C00652,FIR/2024/8695,Organized Crime,Cybercrime,2024-04-17,2024-03-26,L02458,Kota Central Police Station,Nagpur,Closed,Economic Offences Unit,DOC02324,0.9,2024-10-12 05:55:40,2025-10-20 09:40:03
C00653,FIR/2026/3153,Cyber,Fraud,2026-04-04,2026-03-24,L02165,Bengaluru Central Police Station,Delhi,Pending Trial,Crime Branch,DOC00601,0.97,2026-01-18 19:09:20,2026-03-13 10:36:38
C00654,FIR/2026/9824,Economic,Smuggling,2026-01-24,2026-01-18,L00252,Ahmedabad Central Police Station,Kota,Closed,Cyber Cell,DOC01841,0.83,2025-08-10 13:11:07,2025-09-01 09:11:07
C00655,FIR/2025/6423,Cyber,Vehicle Theft,2025-04-21,2025-04-21,L00123,Gwalior Central Police Station,Ujjain,Open,Crime Branch,DOC01677,0.94,2025-02-12 12:02:31,2025-02-15 19:02:31
C00656,FIR/2026/0664,Organized Crime,Money Laundering,2026-04-13,2026-04-02,L01078,Jaipur Central Police Station,Pune,Open,Local Police,DOC00801,0.89,2024-01-15 12:31:22,2025-03-25 00:27:56
C00657,FIR/2024/3556,Economic,Cybercrime,2024-02-09,2024-01-28,L01687,Jaipur Central Police Station,Ujjain,Closed,Local Police,DOC02489,0.9,2025-04-06 10:47:54,2025-11-27 20:45:38
C00658,FIR/2025/0228,Organized Crime,Illegal Gambling,2025-11-25,2025-11-13,L00611,Surat Central Police Station,Kanpur,Closed,Economic Offences Unit,DOC01628,0.83,2025-12-25 18:40:51,2026-01-17 23:40:51
C00659,FIR/2026/7202,Cyber,Burglary,2026-03-25,2026-03-09,L00506,Gwalior Central Police Station,Bengaluru,Pending Trial,Cyber Cell,DOC01990,0.81,2025-04-08 11:52:20,2025-10-12 20:03:34
C00660,FIR/2024/6332,Organized Crime,Illegal Gambling,2024-07-22,2024-06-23,L01422,Hyderabad Central Police Station,Gurugram,Open,Cyber Cell,DOC02010,0.87,2025-03-06 02:10:28,2026-07-27 17:31:06
C00661,FIR/2024/8902,Cyber,Burglary,2024-02-06,2024-01-15,L01539,Gwalior Central Police Station,Bengaluru,Open,Local Police,DOC02976,0.89,2025-04-04 12:28:21,2025-04-24 18:28:21
C00662,FIR/2024/7294,Organized Crime,Fraud,2024-07-07,2024-06-11,L01925,Delhi Central Police Station,Kanpur,Open,Economic Offences Unit,DOC00354,0.84,2024-03-04 16:06:27,2024-09-19 09:47:05
C00663,FIR/2025/7956,Economic,Burglary,2025-02-21,2025-02-15,L01458,Hyderabad Central Police Station,Gurugram,Under Investigation,Economic Offences Unit,DOC02158,0.88,2026-01-05 00:19:01,2026-01-26 04:19:01
C00664,FIR/2025/0915,Organized Crime,Robbery,2025-12-17,2025-11-19,L01992,Nagpur Central Police Station,Gurugram,Pending Trial,Local Police,DOC02405,0.84,2026-05-18 15:15:38,2026-05-22 00:15:38
C00665,FIR/2024/8419,Criminal,Fraud,2024-06-10,2024-05-18,L00884,Delhi Central Police Station,Delhi,Under Investigation,Crime Branch,DOC02637,0.81,2026-01-20 10:41:40,2026-02-14 20:41:40
C00666,FIR/2024/6241,Criminal,Illegal Gambling,2024-09-27,2024-08-31,L02343,Kota Central Police Station,Bhopal,Under Investigation,Economic Offences Unit,DOC02337,0.85,2026-02-15 06:07:17,2026-02-17 16:07:17
C00667,FIR/2024/2009,Cyber,Vehicle Theft,2024-08-25,2024-08-07,L00193,Jabalpur Central Police Station,Delhi,Under Investigation,Cyber Cell,DOC01531,0.89,2024-10-06 08:42:28,2025-01-15 21:19:39
C00668,FIR/2025/6838,Economic,Smuggling,2025-11-25,2025-11-18,L02021,Ujjain Central Police Station,Jaipur,Open,Economic Offences Unit,DOC00436,0.91,2025-06-21 15:23:05,2025-06-22 15:23:05
C00669,FIR/2025/6835,Organized Crime,Extortion,2025-12-12,2025-11-30,L01011,Bhopal Central Police Station,Jabalpur,Under Investigation,Economic Offences Unit,DOC01416,0.84,2024-06-07 07:31:16,2026-08-18 12:30:50
C00670,FIR/2025/5436,Criminal,Vehicle Theft,2025-09-13,2025-09-07,L00757,Ujjain Central Police Station,Pune,Pending Trial,Economic Offences Unit,DOC00157,0.85,2025-10-26 16:51:24,2025-11-08 03:51:24
C00671,FIR/2025/0827,Criminal,Cybercrime,2025-05-03,2025-04-04,L01350,Bhopal Central Police Station,Kota,Under Investigation,Local Police,DOC01154,0.88,2026-02-26 13:08:45,2026-04-04 19:43:31
C00672,FIR/2025/9821,Criminal,Cybercrime,2025-04-29,2025-04-27,L00448,Jabalpur Central Police Station,Gwalior,Open,Crime Branch,DOC02751,0.97,2024-09-27 10:52:12,2024-10-03 11:52:12
C00673,FIR/2026/8430,Organized Crime,Robbery,2026-04-26,2026-04-04,L00110,Bhopal Central Police Station,Bhopal,Under Investigation,Local Police,DOC02876,0.84,2025-11-04 17:52:17,2025-11-20 14:52:17
C00674,FIR/2025/6551,Organized Crime,Assault,2026-01-11,2025-12-24,L00492,Kanpur Central Police Station,Nagpur,Pending Trial,Crime Branch,DOC02581,0.92,2024-09-29 02:46:37,2026-07-09 00:07:12
C00675,FIR/2026/1641,Cyber,Assault,2026-02-19,2026-02-08,L01107,Kanpur Central Police Station,Bengaluru,Closed,Cyber Cell,DOC02994,0.93,2026-03-02 19:14:21,2026-03-27 00:14:21
C00676,FIR/2024/7025,Criminal,Robbery,2024-04-25,2024-04-18,L00653,Surat Central Police Station,Surat,Closed,Economic Offences Unit,DOC02959,0.86,2024-02-21 12:09:05,2025-04-11 02:50:04
C00677,FIR/2026/6213,Criminal,Smuggling,2026-09-04,2026-08-21,L00591,Bhopal Central Police Station,Delhi,Open,Local Police,DOC02814,0.86,2024-05-18 08:15:57,2025-06-03 03:28:22
C00678,FIR/2025/3926,Criminal,Assault,2025-09-15,2025-08-19,L02429,Ujjain Central Police Station,Lucknow,Closed,Cyber Cell,DOC02657,0.85,2024-09-25 13:18:34,2025-06-22 02:59:59
C00679,FIR/2024/9896,Cyber,Burglary,2024-10-02,2024-09-10,L00645,Jabalpur Central Police Station,Ujjain,Closed,Cyber Cell,DOC02789,0.84,2025-03-26 07:46:56,2025-04-04 04:46:56
C00680,FIR/2026/5210,Economic,Robbery,2026-08-19,2026-07-26,L02192,Delhi Central Police Station,Vadodara,Pending Trial,Economic Offences Unit,DOC01324,0.9,2026-01-31 20:22:46,2026-03-18 11:17:37
C00681,FIR/2026/6059,Organized Crime,Vehicle Theft,2026-04-17,2026-04-09,L02238,Pune Central Police Station,Kota,Open,Crime Branch,DOC02574,0.93,2024-04-11 16:45:00,2024-07-29 19:07:56
C00682,FIR/2024/3406,Cyber,Money Laundering,2024-08-29,2024-08-02,L00433,Delhi Central Police Station,Lucknow,Under Investigation,Local Police,DOC01490,0.85,2025-11-19 03:38:34,2025-12-18 05:38:34
C00683,FIR/2024/6886,Cyber,Assault,2024-07-06,2024-06-21,L01402,Surat Central Police Station,Gurugram,Pending Trial,Local Police,DOC01294,0.94,2024-09-19 04:10:51,2025-04-28 14:25:41
C00684,FIR/2025/2172,Cyber,Assault,2025-08-01,2025-07-04,L01825,Pune Central Police Station,Bengaluru,Closed,Local Police,DOC02010,0.91,2024-02-23 06:05:02,2024-08-30 13:18:38
C00685,FIR/2025/7186,Criminal,Money Laundering,2025-11-23,2025-11-21,L02344,Bhopal Central Police Station,Pune,Pending Trial,Local Police,DOC02775,0.94,2024-08-27 20:40:54,2024-08-30 06:40:54
C00686,FIR/2025/2845,Cyber,Vehicle Theft,2025-08-09,2025-07-15,L00478,Dewas Central Police Station,Mumbai,Closed,Local Police,DOC01760,0.81,2026-08-25 11:31:38,2026-09-04 23:59:59
C00687,FIR/2025/8162,Economic,Forgery,2025-04-19,2025-04-17,L01223,Nagpur Central Police Station,Gurugram,Open,Local Police,DOC00682,0.86,2024-03-07 03:33:31,2024-03-29 13:33:31
C00688,FIR/2026/4734,Economic,Robbery,2026-07-19,2026-06-22,L01278,Mumbai Central Police Station,Hyderabad,Open,Economic Offences Unit,DOC01821,0.97,2024-01-27 16:52:21,2026-03-12 20:23:45
C00689,FIR/2025/5382,Organized Crime,Money Laundering,2025-08-29,2025-08-13,L00579,Jabalpur Central Police Station,Jabalpur,Under Investigation,Crime Branch,DOC02163,0.92,2026-04-27 01:33:32,2026-05-10 06:33:32
C00690,FIR/2026/2450,Economic,Forgery,2026-01-22,2026-01-16,L02170,Gwalior Central Police Station,Jabalpur,Closed,Cyber Cell,DOC02868,0.91,2025-12-16 09:53:53,2026-05-05 08:36:21
C00691,FIR/2026/5574,Economic,Forgery,2026-06-27,2026-06-24,L00478,Surat Central Police Station,Pune,Under Investigation,Economic Offences Unit,DOC01722,0.87,2025-01-06 02:06:01,2026-03-22 20:31:31
C00692,FIR/2024/4057,Criminal,Assault,2024-09-24,2024-08-26,L02206,Nagpur Central Police Station,Gurugram,Closed,Local Police,DOC02916,0.94,2025-03-14 18:09:26,2025-04-01 04:09:26
C00693,FIR/2025/8311,Cyber,Extortion,2025-04-02,2025-03-27,L01969,Ujjain Central Police Station,Ujjain,Under Investigation,Economic Offences Unit,DOC00076,0.85,2026-01-15 05:26:37,2026-06-30 23:05:09
C00694,FIR/2025/1165,Organized Crime,Burglary,2025-11-04,2025-10-20,L00492,Gwalior Central Police Station,Jaipur,Open,Crime Branch,DOC01715,0.92,2024-10-21 14:48:43,2024-10-27 17:48:43
C00695,FIR/2024/1899,Economic,Fraud,2024-11-06,2024-11-04,L00611,Jabalpur Central Police Station,Nagpur,Open,Economic Offences Unit,DOC01431,0.81,2026-07-19 11:07:33,2026-07-22 04:07:33
C00696,FIR/2025/1110,Organized Crime,Cybercrime,2025-05-15,2025-05-02,L00181,Ujjain Central Police Station,Dewas,Pending Trial,Crime Branch,DOC01502,0.94,2026-02-07 06:50:52,2026-02-16 05:50:52
C00697,FIR/2025/4693,Criminal,Cybercrime,2025-02-16,2025-01-24,L02112,Surat Central Police Station,Ahmedabad,Under Investigation,Cyber Cell,DOC00730,0.85,2024-09-24 16:58:11,2024-09-29 08:58:11
C00698,FIR/2025/6538,Cyber,Fraud,2025-05-17,2025-05-07,L01443,Indore Central Police Station,Nagpur,Pending Trial,Economic Offences Unit,DOC01239,0.93,2024-05-23 06:30:30,2026-05-05 08:03:14
C00699,FIR/2025/7586,Economic,Burglary,2025-12-10,2025-11-20,L01297,Surat Central Police Station,Jaipur,Pending Trial,Crime Branch,DOC01583,0.9,2024-02-20 15:22:00,2026-06-28 12:04:37
C00700,FIR/2024/6282,Organized Crime,Vehicle Theft,2024-11-14,2024-11-14,L01303,Lucknow Central Police Station,Jabalpur,Under Investigation,Cyber Cell,DOC00051,0.97,2024-07-02 01:31:45,2024-08-28 13:24:53
C00701,FIR/2024/0467,Cyber,Illegal Gambling,2024-04-25,2024-04-19,L01310,Jaipur Central Police Station,Bhopal,Closed,Local Police,DOC01299,0.88,2025-02-07 02:11:49,2026-05-18 07:55:09
C00702,FIR/2026/8090,Organized Crime,Vehicle Theft,2026-04-28,2026-03-31,L00590,Indore Central Police Station,Lucknow,Open,Economic Offences Unit,DOC00664,0.93,2024-03-01 23:01:14,2024-03-12 20:01:14
C00703,FIR/2026/1122,Cyber,Fraud,2026-09-04,2026-08-30,L00296,Pune Central Police Station,Jabalpur,Closed,Local Police,DOC01260,0.86,2024-05-10 13:43:06,2024-12-22 21:46:05
C00704,FIR/2025/5897,Economic,Burglary,2025-05-27,2025-05-01,L01171,Jaipur Central Police Station,Surat,Open,Cyber Cell,DOC02421,0.8,2024-12-05 12:03:47,2024-12-07 06:03:47
