resolution_id,record_1_type,record_1_id,record_2_type,record_2_id,similarity_score,matching_features,resolution_result,resolution_method,confidence_score,verified,created_at
RES006974,NAME_VARIANT,AL000819,PERSON,P02663,0.6601,name_similarity;different_source,DIFFERENT_ENTITY,FUZZY_MATCH,0.8356424973859815,False,2025-04-04 06:13:30
RES006975,ALIAS,AL000826,PERSON,P02676,0.7785,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,HYBRID,0.6038541918308707,False,2025-05-06 05:55:00
RES006976,DOCUMENT_MENTION,DOC00977,PERSON,P02689,0.6950,name_similarity;different_identifier,DIFFERENT_ENTITY,HYBRID,0.7938483959821052,False,2026-02-02 23:17:42
RES006977,OBSERVATION_MENTION,OBS000978,PERSON,P02702,0.8223,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,FUZZY_MATCH,0.5906068581575233,False,2025-03-30 12:18:25
RES006978,STRUCTURED_RECORD,TX006979,PERSON,P02715,0.8476,name_similarity;different_identifier,DIFFERENT_ENTITY,FUZZY_MATCH,0.9284765741744002,False,2025-07-31 18:57:11
RES006979,NAME_VARIANT,AL000854,PERSON,P02728,0.8859,name_similarity;different_identifier,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.554648360223558,True,2025-02-25 17:04:13
RES006980,ALIAS,AL000861,PERSON,P02741,0.7559,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.6043802133434566,False,2025-09-11 09:22:27
RES006981,DOCUMENT_MENTION,DOC00982,PERSON,P02754,0.5014,partial_name;conflicting_context,DIFFERENT_ENTITY,HYBRID,0.5779123010158567,False,2025-08-23 14:09:59
RES006982,OBSERVATION_MENTION,OBS000983,PERSON,P02767,0.6856,partial_name;conflicting_context,DIFFERENT_ENTITY,FUZZY_MATCH,0.8475081908080107,False,2025-10-20 05:54:58
RES006983,STRUCTURED_RECORD,TX006984,PERSON,P02780,0.8668,partial_name;conflicting_context,DIFFERENT_ENTITY,HYBRID,0.6780101896323677,True,2026-06-25 04:15:22
RES006984,NAME_VARIANT,AL000889,PERSON,P02793,0.7410,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,HYBRID,0.7056922100249791,True,2025-03-09 18:35:46
RES006985,ALIAS,AL000896,PERSON,P02806,0.8680,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.9294806749162798,False,2025-10-11 15:49:54
RES006986,DOCUMENT_MENTION,DOC00987,PERSON,P02819,0.6151,partial_name;conflicting_context,DIFFERENT_ENTITY,FUZZY_MATCH,0.9051022023316748,False,2026-08-19 06:33:20
RES006987,OBSERVATION_MENTION,OBS000988,PERSON,P02832,0.7482,partial_name;conflicting_context,DIFFERENT_ENTITY,FUZZY_MATCH,0.7259851964579879,False,2026-02-17 05:33:59
RES006988,STRUCTURED_RECORD,TX006989,PERSON,P02845,0.7377,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,HYBRID,0.6571364248612391,False,2026-04-23 19:22:24
RES006989,NAME_VARIANT,AL000924,PERSON,P02858,0.7621,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.7120466054101489,False,2025-12-08 12:23:23
RES006990,ALIAS,AL000931,PERSON,P02871,0.7220,partial_name;conflicting_context,DIFFERENT_ENTITY,HYBRID,0.7448283474049042,False,2025-08-17 12:20:11
RES006991,DOCUMENT_MENTION,DOC00992,PERSON,P02884,0.7165,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.7582270153828292,False,2026-07-17 00:36:51
RES006992,OBSERVATION_MENTION,OBS000993,PERSON,P02897,0.8860,partial_name;conflicting_context,DIFFERENT_ENTITY,FUZZY_MATCH,0.868417514010009,False,2026-02-18 09:10:59
RES006993,STRUCTURED_RECORD,TX006994,PERSON,P02910,0.5369,shared_context;different_location,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.8127097495403313,False,2025-12-18 23:34:19
RES006994,NAME_VARIANT,AL000959,PERSON,P02923,0.6194,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.8926360809916893,False,2025-02-07 07:15:32
RES006995,ALIAS,AL000966,PERSON,P02936,0.6261,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.7114417066231176,False,2026-02-04 03:00:37
RES006996,DOCUMENT_MENTION,DOC00997,PERSON,P02949,0.4764,shared_context;different_location,DIFFERENT_ENTITY,HYBRID,0.9191749036943804,False,2025-09-20 17:02:46
RES006997,OBSERVATION_MENTION,OBS000998,PERSON,P02962,0.9039,shared_context;different_location,DIFFERENT_ENTITY,HYBRID,0.751071856163454,False,2026-02-02 20:46:34
RES006998,STRUCTURED_RECORD,TX006999,PERSON,P02975,0.7773,shared_context;different_location,DIFFERENT_ENTITY,FUZZY_MATCH,0.6587703373419089,False,2025-01-27 00:18:37
RES006999,NAME_VARIANT,AL000994,PERSON,P02988,0.8581,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,HYBRID,0.6217867694342373,True,2026-03-29 13:07:41
RES007000,ALIAS,AL001001,PERSON,P03001,0.8054,name_similarity;different_identifier,DIFFERENT_ENTITY,HYBRID,0.747436475616574,False,2025-12-23 20:27:32
RES007001,DOCUMENT_MENTION,DOC01002,PERSON,P03014,0.8930,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,FUZZY_MATCH,0.5663006371698154,False,2025-05-31 14:01:01
RES007002,OBSERVATION_MENTION,OBS001003,PERSON,P03027,0.8202,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.8096717630955312,True,2026-08-28 12:06:01
RES007003,STRUCTURED_RECORD,TX000004,PERSON,P03040,0.8374,name_similarity;different_identifier,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.5907432665066131,False,2025-10-12 13:18:05
RES007004,NAME_VARIANT,AL001029,PERSON,P03053,0.8672,partial_name;conflicting_context,DIFFERENT_ENTITY,HYBRID,0.833990826394331,False,2025-08-22 04:14:04
RES007005,ALIAS,AL001036,PERSON,P03066,0.7227,name_similarity;different_source,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.6950036074830969,False,2025-12-18 19:46:42
RES007006,DOCUMENT_MENTION,DOC01007,PERSON,P03079,0.9286,shared_context;different_location,DIFFERENT_ENTITY,HYBRID,0.5847580135544647,True,2025-06-21 14:03:00
RES007007,OBSERVATION_MENTION,OBS001008,PERSON,P03092,0.8130,name_similarity;different_source,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.7988091748260719,False,2026-05-16 02:36:27
RES007008,STRUCTURED_RECORD,TX000009,PERSON,P03105,0.7109,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.6177482778399459,False,2025-12-06 03:54:13
RES007009,NAME_VARIANT,AL001064,PERSON,P03118,0.8270,name_similarity;different_source,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.9116086607496396,True,2025-04-24 15:02:46
RES007010,ALIAS,AL001071,PERSON,P03131,0.8237,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.8896636933893349,True,2026-08-06 17:57:45
RES007011,DOCUMENT_MENTION,DOC01012,PERSON,P03144,0.7793,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,HYBRID,0.680774365583662,False,2026-03-15 15:49:42
RES007012,OBSERVATION_MENTION,OBS001013,PERSON,P03157,0.4796,name_similarity;different_identifier,DIFFERENT_ENTITY,HYBRID,0.8003590806810912,False,2025-11-05 12:45:55
RES007013,STRUCTURED_RECORD,TX000014,PERSON,P03170,0.4555,shared_context;different_location,DIFFERENT_ENTITY,HYBRID,0.9326896089766679,True,2026-05-13 21:45:57
RES007014,NAME_VARIANT,AL001099,PERSON,P03183,0.5608,name_similarity;different_source,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.5516753428338997,False,2025-01-05 23:06:37
RES007015,ALIAS,AL001106,PERSON,P03196,0.5979,name_similarity;different_source,DIFFERENT_ENTITY,FUZZY_MATCH,0.8071600487377232,False,2025-03-28 02:21:24
RES007016,DOCUMENT_MENTION,DOC01017,PERSON,P03209,0.9351,shared_context;different_location,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.7659684916086723,False,2026-01-24 09:16:03
RES007017,OBSERVATION_MENTION,OBS001018,PERSON,P03222,0.7632,shared_context;different_location,DIFFERENT_ENTITY,HYBRID,0.6771256439985612,False,2026-05-29 15:13:49
RES007018,STRUCTURED_RECORD,TX000019,PERSON,P03235,0.8978,name_similarity;different_identifier,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.6328512639116237,False,2026-02-05 09:49:17
RES007019,NAME_VARIANT,AL001134,PERSON,P03248,0.8848,shared_context;different_location,DIFFERENT_ENTITY,HYBRID,0.739155246707706,False,2026-02-12 12:07:30
RES007020,ALIAS,AL001141,PERSON,P03261,0.5192,partial_name;conflicting_context,DIFFERENT_ENTITY,HYBRID,0.9214248955628102,False,2025-01-06 05:52:22
RES007021,DOCUMENT_MENTION,DOC01022,PERSON,P03274,0.8209,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.6307656872391607,True,2025-10-01 19:18:13
RES007022,OBSERVATION_MENTION,OBS001023,PERSON,P03287,0.6510,name_similarity;different_identifier,DIFFERENT_ENTITY,FUZZY_MATCH,0.8503069575656031,False,2025-01-20 14:48:22
RES007023,STRUCTURED_RECORD,TX000024,PERSON,P03300,0.6023,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.789610517059714,False,2025-10-21 10:52:18
RES007024,NAME_VARIANT,AL001169,PERSON,P03313,0.8102,name_similarity;different_source,DIFFERENT_ENTITY,HYBRID,0.6399847194823419,True,2026-02-27 23:11:31
RES007025,ALIAS,AL001176,PERSON,P03326,0.8435,partial_name;conflicting_context,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.7857906654611946,False,2025-09-23 20:19:58
RES007026,DOCUMENT_MENTION,DOC01027,PERSON,P03339,0.5509,shared_context;different_location,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.6007731168957453,True,2025-10-28 02:18:37
RES007027,OBSERVATION_MENTION,OBS001028,PERSON,P03352,0.8580,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,HYBRID,0.8000216346769874,False,2026-07-25 23:17:10
RES007028,STRUCTURED_RECORD,TX000029,PERSON,P03365,0.8504,name_similarity;different_source,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.8764236035791744,True,2026-06-26 19:17:35
RES007029,NAME_VARIANT,AL001204,PERSON,P03378,0.8461,name_similarity;different_identifier,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.736747939541029,True,2025-10-17 22:56:32
RES007030,ALIAS,AL001211,PERSON,P03391,0.4665,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.7126780616722531,False,2026-01-25 16:59:33
RES007031,DOCUMENT_MENTION,DOC01032,PERSON,P03404,0.8836,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.7145621936582955,False,2025-04-22 16:25:58
RES007032,OBSERVATION_MENTION,OBS001033,PERSON,P03417,0.7304,shared_context;different_location,DIFFERENT_ENTITY,FUZZY_MATCH,0.8347436799366912,False,2026-05-23 22:54:02
RES007033,STRUCTURED_RECORD,TX000034,PERSON,P03430,0.4591,name_similarity;different_source,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.8664443311976098,False,2025-01-26 03:20:07
RES007034,NAME_VARIANT,AL001239,PERSON,P03443,0.7897,partial_name;conflicting_context,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.5909772954672662,False,2026-05-21 16:33:39
RES007035,ALIAS,AL001246,PERSON,P03456,0.6478,partial_name;conflicting_context,DIFFERENT_ENTITY,HYBRID,0.7070821189732779,False,2025-11-22 17:27:10
RES007036,DOCUMENT_MENTION,DOC01037,PERSON,P03469,0.8286,partial_name;conflicting_context,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.9425905249944391,False,2026-01-30 10:07:44
RES007037,OBSERVATION_MENTION,OBS001038,PERSON,P03482,0.8023,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.8535559341518288,False,2025-08-26 03:34:54
RES007038,STRUCTURED_RECORD,TX000039,PERSON,P03495,0.9193,name_similarity;different_identifier,DIFFERENT_ENTITY,FUZZY_MATCH,0.630056258039689,False,2025-04-10 12:39:29
RES007039,NAME_VARIANT,AL001274,PERSON,P03508,0.6826,name_similarity;different_source,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.847416347062038,False,2025-04-26 16:48:16
RES007040,ALIAS,AL001281,PERSON,P03521,0.6480,partial_name;conflicting_context,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.6426774695928564,True,2025-10-11 06:12:48
RES007041,DOCUMENT_MENTION,DOC01042,PERSON,P03534,0.4718,name_similarity;different_identifier,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.9027557128399573,False,2026-04-27 16:29:51
RES007042,OBSERVATION_MENTION,OBS001043,PERSON,P03547,0.4850,shared_context;different_location,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.7173967448773568,False,2025-02-13 04:16:34
RES007043,STRUCTURED_RECORD,TX000044,PERSON,P03560,0.4954,partial_name;conflicting_context,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.5999021789104991,False,2025-10-16 06:37:46
RES007044,NAME_VARIANT,AL001309,PERSON,P03573,0.6643,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.7134671653864573,False,2025-08-20 23:35:53
RES007045,ALIAS,AL001316,PERSON,P03586,0.4594,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,HYBRID,0.5978498234279586,False,2025-09-11 23:15:46
RES007046,DOCUMENT_MENTION,DOC01047,PERSON,P03599,0.6321,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,FUZZY_MATCH,0.6648142146802692,False,2026-04-16 01:21:43
RES007047,OBSERVATION_MENTION,OBS001048,PERSON,P03612,0.8796,name_similarity;different_source,DIFFERENT_ENTITY,HYBRID,0.737724049662604,False,2025-07-25 09:14:29
RES007048,STRUCTURED_RECORD,TX000049,PERSON,P03625,0.8505,partial_name;conflicting_context,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.6862262712785243,False,2026-02-01 17:17:16
RES007049,NAME_VARIANT,AL001344,PERSON,P03638,0.5027,name_similarity;different_identifier,DIFFERENT_ENTITY,FUZZY_MATCH,0.7011495449245606,False,2025-05-01 02:54:30
RES007050,ALIAS,AL001351,PERSON,P03651,0.7934,name_similarity;different_identifier,DIFFERENT_ENTITY,FUZZY_MATCH,0.8083286213638949,False,2025-01-05 16:17:41
RES007051,DOCUMENT_MENTION,DOC01052,PERSON,P03664,0.5343,shared_context;different_location,DIFFERENT_ENTITY,FUZZY_MATCH,0.6997383624555134,False,2025-05-31 09:34:24
RES007052,OBSERVATION_MENTION,OBS001053,PERSON,P03677,0.6766,partial_name;conflicting_context,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.8260343321220396,False,2025-07-31 11:42:26
RES007053,STRUCTURED_RECORD,TX000054,PERSON,P03690,0.8022,name_similarity;different_identifier,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.5673476002570644,True,2025-07-20 11:42:30
RES007054,NAME_VARIANT,AL001379,PERSON,P03703,0.8122,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.801891507519445,False,2025-02-12 10:17:34
RES007055,ALIAS,AL001386,PERSON,P03716,0.5390,partial_name;conflicting_context,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.8805005064509628,True,2025-09-11 01:46:07
RES007056,DOCUMENT_MENTION,DOC01057,PERSON,P03729,0.9365,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,HYBRID,0.788331806398721,False,2026-04-03 19:30:34
RES007057,OBSERVATION_MENTION,OBS001058,PERSON,P03742,0.7635,name_similarity;different_identifier,DIFFERENT_ENTITY,HYBRID,0.8232373127154073,False,2026-04-19 23:00:03
RES007058,STRUCTURED_RECORD,TX000059,PERSON,P03755,0.4586,partial_name;conflicting_context,DIFFERENT_ENTITY,HYBRID,0.7408623412768727,False,2025-07-26 17:35:10
RES007059,NAME_VARIANT,AL001414,PERSON,P03768,0.8228,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,FUZZY_MATCH,0.8527975126891998,False,2025-02-27 17:02:35
RES007060,ALIAS,AL001421,PERSON,P03781,0.7576,name_similarity;different_source,DIFFERENT_ENTITY,FUZZY_MATCH,0.6176400720053203,True,2025-04-18 21:23:16
RES007061,DOCUMENT_MENTION,DOC01062,PERSON,P03794,0.7136,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.8146811489217258,False,2026-08-19 15:37:13
RES007062,OBSERVATION_MENTION,OBS001063,PERSON,P03807,0.7297,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.5846714825400995,False,2025-05-07 04:20:35
RES007063,STRUCTURED_RECORD,TX000064,PERSON,P03820,0.7581,shared_context;different_location,DIFFERENT_ENTITY,FUZZY_MATCH,0.9092123425489231,True,2026-05-26 19:46:45
RES007064,NAME_VARIANT,AL001449,PERSON,P03833,0.6355,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,HYBRID,0.8045347304264356,True,2025-06-21 13:30:53
RES007065,ALIAS,AL001456,PERSON,P03846,0.6871,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,HYBRID,0.892303510932895,False,2026-03-01 11:35:39
RES007066,DOCUMENT_MENTION,DOC01067,PERSON,P03859,0.8022,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.7942988423364826,False,2025-11-13 14:49:11
RES007067,OBSERVATION_MENTION,OBS001068,PERSON,P03872,0.6731,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.6529203208598627,False,2026-01-11 14:02:23
RES007068,STRUCTURED_RECORD,TX000069,PERSON,P03885,0.8878,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.6478805723728992,False,2025-02-11 02:06:07
RES007069,NAME_VARIANT,AL001484,PERSON,P03898,0.6509,shared_context;different_location,DIFFERENT_ENTITY,FUZZY_MATCH,0.7218410565663546,False,2026-03-28 02:30:26
RES007070,ALIAS,AL001491,PERSON,P03911,0.7244,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.8519715642198659,True,2025-04-29 11:42:14
RES007071,DOCUMENT_MENTION,DOC01072,PERSON,P03924,0.4842,shared_context;different_location,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.6807255577703354,False,2025-02-20 05:54:44
RES007072,OBSERVATION_MENTION,OBS001073,PERSON,P03937,0.6607,shared_context;different_location,DIFFERENT_ENTITY,HYBRID,0.9125986509962513,False,2025-02-04 23:58:08
RES007073,STRUCTURED_RECORD,TX000074,PERSON,P03950,0.5774,name_similarity;different_source,DIFFERENT_ENTITY,FUZZY_MATCH,0.7839522824228318,False,2026-07-30 18:16:45
RES007074,NAME_VARIANT,AL001519,PERSON,P03963,0.9261,name_similarity;different_identifier,DIFFERENT_ENTITY,FUZZY_MATCH,0.9229363892217071,False,2026-02-14 11:22:56
RES007075,ALIAS,AL001526,PERSON,P03976,0.4870,name_similarity;different_source,DIFFERENT_ENTITY,HYBRID,0.8805542639127817,True,2025-06-21 02:33:02
RES007076,DOCUMENT_MENTION,DOC01077,PERSON,P03989,0.6962,name_similarity;different_source,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.6407563034331029,False,2025-05-17 17:56:20
RES007077,OBSERVATION_MENTION,OBS001078,PERSON,P00002,0.8305,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,HYBRID,0.8110547711451337,False,2025-08-29 23:57:11
RES007078,STRUCTURED_RECORD,TX000079,PERSON,P00015,0.4529,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,HYBRID,0.7024729807068265,False,2025-03-07 02:15:53
RES007079,NAME_VARIANT,AL001554,PERSON,P00028,0.8048,name_similarity;different_source,DIFFERENT_ENTITY,HYBRID,0.788601246635861,False,2025-07-21 00:10:45
RES007080,ALIAS,AL001561,PERSON,P00041,0.8561,name_similarity;different_source,DIFFERENT_ENTITY,HYBRID,0.9170979518522495,False,2025-09-25 21:54:06
RES007081,DOCUMENT_MENTION,DOC01082,PERSON,P00054,0.8994,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,HYBRID,0.9182600697202954,False,2025-07-21 03:36:26
RES007082,OBSERVATION_MENTION,OBS001083,PERSON,P00067,0.6750,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,HYBRID,0.8909213390080604,False,2025-02-13 23:22:47
RES007083,STRUCTURED_RECORD,TX000084,PERSON,P00080,0.5685,name_similarity;different_identifier,DIFFERENT_ENTITY,HYBRID,0.8511135002802845,False,2025-05-19 20:01:42
RES007084,NAME_VARIANT,AL001589,PERSON,P00093,0.8397,shared_context;different_location,DIFFERENT_ENTITY,FUZZY_MATCH,0.8567590416402223,False,2025-09-11 03:02:47
RES007085,ALIAS,AL001596,PERSON,P00106,0.6948,name_similarity;different_source,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.7403618924515201,False,2025-06-09 20:32:52
RES007086,DOCUMENT_MENTION,DOC01087,PERSON,P00119,0.8376,shared_context;different_location,DIFFERENT_ENTITY,HYBRID,0.9192242030362693,False,2025-05-21 04:12:21
RES007087,OBSERVATION_MENTION,OBS001088,PERSON,P00132,0.4674,name_similarity;different_source,DIFFERENT_ENTITY,FUZZY_MATCH,0.5950457572570336,False,2025-03-15 21:06:01
RES007088,STRUCTURED_RECORD,TX000089,PERSON,P00145,0.8025,name_similarity;different_source,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.6087924254676993,True,2025-05-25 11:06:34
RES007089,NAME_VARIANT,AL001624,PERSON,P00158,0.7931,shared_context;different_location,DIFFERENT_ENTITY,FUZZY_MATCH,0.8472473795385649,True,2026-02-17 16:24:21
RES007090,ALIAS,AL001631,PERSON,P00171,0.7092,partial_name;conflicting_context,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.9221748751655134,False,2025-04-15 21:20:15
RES007091,DOCUMENT_MENTION,DOC01092,PERSON,P00184,0.5855,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.8074364095458961,True,2025-06-15 21:26:02
RES007092,OBSERVATION_MENTION,OBS001093,PERSON,P00197,0.4793,shared_context;different_location,DIFFERENT_ENTITY,HYBRID,0.9329969582551333,False,2025-06-03 02:49:37
RES007093,STRUCTURED_RECORD,TX000094,PERSON,P00210,0.7974,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.8612139585032644,True,2025-11-07 22:40:19
RES007094,NAME_VARIANT,AL001659,PERSON,P00223,0.8305,name_similarity;different_identifier,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.6450279274345149,False,2025-05-29 04:02:29
RES007095,ALIAS,AL001666,PERSON,P00236,0.6115,name_similarity;different_source,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.6167479264109287,False,2025-08-16 07:32:32
RES007096,DOCUMENT_MENTION,DOC01097,PERSON,P00249,0.7477,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.8903853753652786,False,2025-06-02 06:42:53
RES007097,OBSERVATION_MENTION,OBS001098,PERSON,P00262,0.4887,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,HYBRID,0.7703898410304402,True,2025-10-10 05:27:51
RES007098,STRUCTURED_RECORD,TX000099,PERSON,P00275,0.7356,name_similarity;different_identifier,DIFFERENT_ENTITY,HYBRID,0.6224261062869606,False,2025-12-13 18:11:35
RES007099,NAME_VARIANT,AL001694,PERSON,P00288,0.7414,partial_name;conflicting_context,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.764154823907632,False,2025-11-03 03:12:10
RES007100,ALIAS,AL001701,PERSON,P00301,0.4938,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,HYBRID,0.6990864050042243,False,2026-07-23 13:32:01
RES007101,DOCUMENT_MENTION,DOC01102,PERSON,P00314,0.4816,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.9264292469145722,False,2026-08-30 07:12:33
RES007102,OBSERVATION_MENTION,OBS001103,PERSON,P00327,0.7519,shared_context;different_location,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.7902275543806876,False,2025-12-11 21:38:07
RES007103,STRUCTURED_RECORD,TX000104,PERSON,P00340,0.8622,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.898178874226573,True,2025-10-05 12:08:21
RES007104,NAME_VARIANT,AL001729,PERSON,P00353,0.6997,name_similarity;different_source,DIFFERENT_ENTITY,HYBRID,0.8104537342467066,False,2026-03-02 07:04:03
RES007105,ALIAS,AL001736,PERSON,P00366,0.9010,shared_context;different_location,DIFFERENT_ENTITY,FUZZY_MATCH,0.843320040519792,True,2026-06-18 05:08:20
RES007106,DOCUMENT_MENTION,DOC01107,PERSON,P00379,0.8698,partial_name;conflicting_context,DIFFERENT_ENTITY,HYBRID,0.5798550189133037,False,2025-02-09 13:17:23
RES007107,OBSERVATION_MENTION,OBS001108,PERSON,P00392,0.8052,shared_context;different_location,DIFFERENT_ENTITY,EMBEDDING_SIMILARITY,0.5890075548016169,False,2025-10-15 19:27:47
RES007108,STRUCTURED_RECORD,TX000109,PERSON,P00405,0.8785,name_similarity;different_identifier,DIFFERENT_ENTITY,FUZZY_MATCH,0.7164017290178429,False,2025-07-27 19:43:00
RES007109,NAME_VARIANT,AL001764,PERSON,P00418,0.9095,phonetic_similarity;missing_identifier,DIFFERENT_ENTITY,HYBRID,0.7689226414168693,False,2025-02-19 21:49:14
RES007110,ALIAS,AL001771,PERSON,P00431,0.6202,partial_name;conflicting_context,DIFFERENT_ENTITY,FUZZY_MATCH,0.6274581774131407,True,2026-08-18 05:13:25
RES007111,DOCUMENT_MENTION,DOC01112,PERSON,P00444,0.5429,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.7245447094504402,False,2025-02-09 03:59:10
RES007112,OBSERVATION_MENTION,OBS001113,PERSON,P00457,0.6019,name_similarity;different_identifier,DIFFERENT_ENTITY,FUZZY_MATCH,0.8167135463604352,False,2025-04-16 11:22:57
RES007113,STRUCTURED_RECORD,TX000114,PERSON,P00470,0.6576,name_similarity;different_source,DIFFERENT_ENTITY,PROBABILISTIC_MATCH,0.9086689434513755,True,2025-06-02 17:10:46
RES007114,NAME_VARIANT,AL001799,PERSON,P00483,0.4561,shared_context;different_location,DIFFERENT_ENTITY,HYBRID,0.6728179303000537,False,2026-07-15 08:48:39
RES007115,ALIAS,AL001806,PERSON,P00496,0.9107,embedding_similarity;contradictory_metadata,DIFFERENT_ENTITY,HYBRID,0.7446239747145541,False,2025-09-29 06:41:47
RES007116,DOCUMENT_MENTION,DOC01117,PERSON,P00509,0.6644,name_similarity;different_source,DIFFERENT_ENTITY,HYBRID,0.7232227972436222,True,2026-07-15 03:41:25
